"stocklong","reference","year","n","n_sd","n_units","catch","sp","sp_sd","prey1","prey1_sd1","prey1_sd2","prey1_name"
"Albacore tuna North Pacific Ocean","RAM",1985,643000,0.569026548672566,"ram",59100,43100,0.038141592920354,550.127451,0.261144712332669,-10.8992424090909,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",1986,627000,0.554867256637168,"ram",46100,55100,0.0487610619469027,2106.6,1,1545.57330659091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",1987,636000,0.56283185840708,"ram",49100,57100,0.0505309734513274,483.4,0.229469287002753,-77.6266934090909,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",1988,644000,0.569911504424779,"ram",45300,62300,0.0551327433628319,703.9,0.334140320896231,142.873306590909,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",1989,661000,0.584955752212389,"ram",44100,97100,0.085929203539823,173.9,0.0825500806987563,-387.126693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",1990,714000,0.631858407079646,"ram",53700,126700,0.11212389380531,76,0.036077091047185,-485.026693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",1991,787000,0.69646017699115,"ram",37300,133300,0.117964601769911,394.8,0.187410994018798,-166.226693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",1992,883000,0.78141592920354,"ram",54800,130800,0.115752212389381,142.2,0.0675021361435488,-418.826693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",1993,959000,0.848672566371681,"ram",54100,135100,0.119557522123894,128.4,0.0609512959270863,-432.626693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",1994,1040000,0.920353982300885,"ram",73300,123300,0.109115044247788,369.4,0.175353650431976,-191.626693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",1995,1090000,0.964601769911504,"ram",67900,107900,0.0954867256637168,146.2,0.0694009304091902,-414.826693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",1996,1130000,1,"ram",86200,86200,0.076283185840708,452.6,0.214848571157315,-108.426693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",1997,1130000,1,"ram",107000,77000,0.068141592920354,261.4,0.12408620525966,-299.626693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",1998,1100000,0.973451327433628,"ram",98200,58200,0.0515044247787611,100,0.0474698566410329,-461.026693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",1999,1060000,0.938053097345133,"ram",126000,66000,0.0584070796460177,197.6,0.0938004367226811,-363.426693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",2000,1e+06,0.884955752212389,"ram",85100,105100,0.0930088495575221,186.2,0.0883888730656033,-374.826693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",2001,1020000,0.902654867256637,"ram",90200,80200,0.0709734513274336,371.7,0.176445457134719,-189.326693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",2002,1010000,0.893805309734513,"ram",105000,72000,0.063716814159292,164.3,0.0779929744612171,-396.726693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",2003,977000,0.864601769911504,"ram",92900,62900,0.0556637168141593,127.6,0.060571537073958,-433.426693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",2004,947000,0.838053097345133,"ram",90600,66600,0.0589380530973451,599.6,0.284629260419634,38.5733065909092,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",2005,923000,0.816814159292035,"ram",63300,75300,0.0666371681415929,2002.5,0.950583879236685,1441.47330659091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",2006,935000,0.827433628318584,"ram",66400,58400,0.0516814159292035,1263.6,0.599829108516092,702.573306590909,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",2007,927000,0.820353982300885,"ram",92700,50700,0.0448672566371681,213.2,0.101205734358682,-347.826693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",2008,885000,0.783185840707965,"ram",68600,59600,0.0527433628318584,146.6,0.0695908098357543,-414.426693409091,"Northern anchovy"
"Albacore tuna North Pacific Ocean","RAM",2009,876000,0.775221238938053,"ram",78000,70000,0.0619469026548673,18.7,0.00887686319187316,-542.326693409091,"Northern anchovy"
"Arrowtooth flounder Pacific Coast","RAM",1966,72100,0.903508771929825,"ram",2850,2250,0.0281954887218045,960000,0.424590888987174,-339024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1967,71500,0.895989974937343,"ram",2600,0,0,887000,0.392304290137107,-412024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1968,68900,0.863408521303258,"ram",2280,-1320,-0.0165413533834586,835000,0.369305616983636,-464024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1969,65300,0.818295739348371,"ram",2360,-2140,-0.0268170426065163,887000,0.392304290137107,-412024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1970,60800,0.761904761904762,"ram",2170,-2630,-0.0329573934837093,940000,0.415745245466608,-359024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1971,56000,0.701754385964912,"ram",2180,-2220,-0.0278195488721805,928000,0.410437859354268,-371024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1972,51600,0.646616541353383,"ram",2600,-1800,-0.0225563909774436,1107000,0.489606368863335,-192024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1973,47200,0.591478696741855,"ram",3060,4560,0.0571428571428571,1262000,0.558160106147722,-37024.3902439023,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1974,48700,0.610275689223058,"ram",2910,2410,0.0302005012531328,1279000,0.565678903140203,-20024.3902439023,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1975,48200,0.604010025062657,"ram",2760,2660,0.0333333333333333,1274000,0.563467492260062,-25024.3902439023,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1976,48100,0.602756892230576,"ram",3070,6670,0.0835839598997494,1248000,0.551968155683326,-51024.3902439023,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1977,51700,0.647869674185464,"ram",2590,3690,0.0462406015037594,1180000,0.521892967713401,-119024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1978,52800,0.661654135338346,"ram",3250,8550,0.107142857142857,1092000,0.48297213622291,-207024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1979,58100,0.728070175438597,"ram",4110,6210,0.0778195488721805,1126000,0.498009730207873,-173024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1980,60200,0.754385964912281,"ram",3200,4600,0.0576441102756892,1134000,0.501547987616099,-165024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1981,61600,0.771929824561403,"ram",3350,7050,0.0883458646616541,1114000,0.492702344095533,-185024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1982,65300,0.818295739348371,"ram",5070,7870,0.0986215538847118,1499000,0.662980981866431,199975.609756098,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1983,68100,0.853383458646617,"ram",4610,8810,0.110401002506266,1882000,0.832375055285272,582975.609756098,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1984,72300,0.906015037593985,"ram",4750,6150,0.0770676691729323,2007000,0.88766032728881,707975.609756098,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1985,73700,0.923558897243108,"ram",5230,6030,0.0755639097744361,1920000,0.849181777974348,620975.609756098,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1986,74500,0.933583959899749,"ram",4340,4940,0.0619047619047619,2141000,0.946926138876603,841975.609756098,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1987,75100,0.941102756892231,"ram",5190,6190,0.0775689223057644,2261000,1,961975.609756098,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1988,76100,0.953634085213033,"ram",4020,3720,0.0466165413533835,2174000,0.961521450685537,874975.609756098,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1989,75800,0.949874686716792,"ram",5830,4830,0.0605263157894737,2097000,0.927465723131358,797975.609756098,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1990,74800,0.93734335839599,"ram",7800,6200,0.0776942355889724,1978000,0.874834144183989,678975.609756098,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1991,73200,0.917293233082707,"ram",7030,3330,0.0417293233082707,1806000,0.798761609907121,506975.609756098,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1992,69500,0.870927318295739,"ram",5380,8580,0.107518796992481,1661000,0.734630694383016,361975.609756098,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1993,72700,0.911027568922306,"ram",4350,5450,0.0682957393483709,1502000,0.664307828394516,202975.609756098,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1994,73800,0.924812030075188,"ram",4480,2780,0.0348370927318296,1321000,0.584254754533392,21975.6097560977,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1995,72100,0.903508771929825,"ram",3590,2290,0.0286967418546366,1105000,0.488721804511278,-194024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1996,70800,0.887218045112782,"ram",3570,4570,0.0572681704260652,1049000,0.463954002653693,-250024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1997,71800,0.899749373433584,"ram",3570,1470,0.0184210526315789,956000,0.422821760283061,-343024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1998,69700,0.8734335839599,"ram",4080,880,0.0110275689223058,854000,0.377708978328173,-445024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",1999,66500,0.833333333333333,"ram",6580,-120,-0.00150375939849624,742000,0.328173374613003,-557024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",2000,59800,0.74937343358396,"ram",4520,1620,0.0203007518796992,648000,0.286598850066342,-651024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",2001,56900,0.713032581453634,"ram",3620,11620,0.145614035087719,924000,0.408668730650155,-375024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",2002,64900,0.81328320802005,"ram",3320,8120,0.101754385964912,1179000,0.521450685537373,-120024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",2003,69700,0.8734335839599,"ram",3410,8510,0.106641604010025,1288000,0.569659442724458,-11024.3902439023,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",2004,74800,0.93734335839599,"ram",3320,7520,0.0942355889724311,1219000,0.539141972578505,-80024.3902439023,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",2005,79000,0.989974937343358,"ram",3020,3820,0.0478696741854637,1020000,0.451127819548872,-279024.390243902,"Pacific hake"
"Arrowtooth flounder Pacific Coast","RAM",2006,79800,1,"ram",2410,5910,0.0740601503759399,774000,0.342326404245909,-525024.390243902,"Pacific hake"
"Atlantic bluefin tuna Western Atlantic","RAM",1970,76800,1,"ram",5470,1670,0.0217447916666667,812401.6,0.618045461703547,-139733.308333333,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1971,73000,0.950520833333333,"ram",6590,4090,0.0532552083333333,794839.7,0.604685009688323,-157295.208333333,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1972,70500,0.91796875,"ram",3950,2050,0.0266927083333333,1023394,0.778560772448799,71259.0916666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1973,68600,0.893229166666667,"ram",3870,-630,-0.008203125,896575.3,0.682081737948936,-55559.6083333333,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1974,64100,0.834635416666667,"ram",5390,1490,0.0194010416666667,773732.2,0.588627194707521,-178402.708333333,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1975,60200,0.783854166666667,"ram",5070,1370,0.0178385416666667,754995.3,0.574372845612943,-197139.608333333,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1976,56500,0.735677083333333,"ram",5880,980,0.0127604166666667,1003684,0.763566124419823,51549.0916666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1977,51600,0.671875,"ram",6700,2600,0.0338541666666667,976358.9,0.742778186476821,24223.9916666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1978,47500,0.618489583333333,"ram",5770,1070,0.0139322916666667,893343.9,0.679623406866195,-58791.0083333333,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1979,42800,0.557291666666667,"ram",6260,2760,0.0359375,992905.9,0.755366539644526,40770.9916666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1980,39300,0.51171875,"ram",5800,500,0.00651041666666667,1190071,0.905362545636299,237936.091666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1981,34000,0.442708333333333,"ram",5770,1770,0.023046875,1010331,0.768622919216809,58196.0916666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1982,30000,0.390625,"ram",1450,1550,0.0201822916666667,1139750,0.867080166972367,187615.091666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1983,30100,0.391927083333333,"ram",2540,2840,0.0369791666666667,891250.5,0.67803082461435,-60884.4083333333,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1984,30400,0.395833333333333,"ram",2290,-710,-0.00924479166666667,801268.2,0.609575577666723,-150866.708333333,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1985,27400,0.356770833333333,"ram",2690,4390,0.0571614583333333,1097484,0.834925738073701,145349.091666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1986,29100,0.37890625,"ram",2320,1820,0.0236979166666667,1076322,0.818826461483687,124187.091666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1987,28600,0.372395833333333,"ram",2500,2400,0.03125,1163603,0.885226658064968,211468.091666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1988,28500,0.37109375,"ram",2900,2700,0.03515625,866595.9,0.659274505522762,-85539.0083333333,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1989,28300,0.368489583333333,"ram",2760,2460,0.03203125,1071328,0.815027208705569,119193.091666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1990,28000,0.364583333333333,"ram",2780,3680,0.0479166666666667,1124183,0.855237362007016,172048.091666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1991,28900,0.376302083333333,"ram",2920,1920,0.025,1011980,0.769877418181791,59845.0916666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1992,27900,0.36328125,"ram",2280,2580,0.03359375,1152560,0.876825547045993,200425.091666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1993,28200,0.3671875,"ram",2370,1470,0.019140625,1314469,1,362334.091666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1994,27300,0.35546875,"ram",2110,3910,0.0509114583333333,1022785,0.778097467494479,70650.0916666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1995,29100,0.37890625,"ram",2420,2620,0.0341145833333333,1187298,0.903252948529026,235163.091666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1996,29300,0.381510416666667,"ram",2510,2110,0.0274739583333333,1054017,0.801857632245416,101882.091666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1997,28900,0.376302083333333,"ram",2330,2430,0.031640625,864314.2,0.65753867150918,-87820.7083333334,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1998,29000,0.377604166666667,"ram",2660,2560,0.0333333333333333,729439.8,0.55493115470962,-222695.108333333,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",1999,28900,0.376302083333333,"ram",2770,2070,0.026953125,653877.5,0.497446117025202,-298257.408333333,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",2000,28200,0.3671875,"ram",2780,2880,0.0375,758258.1,0.576855064668699,-193876.808333333,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",2001,28300,0.368489583333333,"ram",2780,1580,0.0205729166666667,792123.9,0.602618928251636,-160011.008333333,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",2002,27100,0.352864583333333,"ram",3320,2220,0.02890625,745577.7,0.567208279541016,-206557.208333333,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",2003,26000,0.338541666666667,"ram",2310,2410,0.0313802083333333,1077214,0.819505062500523,125079.091666667,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",2004,26100,0.33984375,"ram",2130,1430,0.0186197916666667,869167.7,0.661231037019511,-82967.2083333334,"Atlantic menhaden"
"Atlantic bluefin tuna Western Atlantic","RAM",2005,25400,0.330729166666667,"ram",1760,2460,0.03203125,689357.4,0.524437928927955,-262777.508333333,"Atlantic menhaden"
"Bigeye tuna Atlantic Ocean","RAM",1967,793000,0.998740554156171,"ram",25300,25300,0.0318639798488665,0.242,0.0259100642398287,-1.37284210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1968,793000,0.998740554156171,"ram",23900,24900,0.031360201511335,0.307,0.0328693790149893,-1.30784210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1969,794000,1,"ram",36900,27900,0.0351385390428212,0.073,0.00781584582441113,-1.54184210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1970,785000,0.988664987405542,"ram",42400,30400,0.0382871536523929,0.268,0.0286937901498929,-1.34684210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1971,773000,0.973551637279597,"ram",55900,35900,0.0452141057934509,0.337,0.0360813704496788,-1.27784210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1972,753000,0.948362720403023,"ram",47300,41300,0.0520151133501259,0.292,0.0312633832976445,-1.32284210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1973,747000,0.94080604534005,"ram",57000,43000,0.0541561712846348,0.353,0.0377944325481799,-1.26184210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1974,733000,0.923173803526448,"ram",64100,48100,0.0605793450881612,0.392,0.0419700214132762,-1.22284210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1975,717000,0.903022670025189,"ram",61300,52300,0.0658690176322418,1.417,0.151713062098501,-0.197842105263158,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1976,708000,0.891687657430731,"ram",45300,51300,0.0646095717884131,7.018,0.751391862955032,5.40315789473684,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1977,714000,0.899244332493703,"ram",54900,51900,0.0653652392947103,3.74,0.400428265524625,2.12515789473684,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1978,711000,0.895465994962217,"ram",52700,51700,0.0651133501259446,4.529,0.484903640256959,2.91415789473684,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1979,710000,0.894206549118388,"ram",46000,51000,0.0642317380352645,6.053,0.648072805139186,4.43815789473684,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1980,715000,0.900503778337531,"ram",63600,52600,0.0662468513853904,3.285,0.351713062098501,1.67015789473684,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1981,704000,0.886649874055416,"ram",67900,55900,0.0704030226700252,9.34,1,7.72515789473684,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1982,692000,0.871536523929471,"ram",73600,58600,0.0738035264483627,0.602,0.0644539614561028,-1.01284210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1983,677000,0.85264483627204,"ram",59600,60600,0.0763224181360202,0.233,0.0249464668094218,-1.38184210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1984,678000,0.853904282115869,"ram",71100,61100,0.0769521410579345,0.519,0.0555674518201285,-1.09584210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1985,668000,0.841309823677582,"ram",78200,64200,0.0808564231738035,0.355,0.0380085653104925,-1.25984210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1986,654000,0.82367758186398,"ram",65400,65400,0.082367758186398,0.257,0.0275160599571734,-1.35784210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1987,654000,0.82367758186398,"ram",57100,65100,0.0819899244332494,1.527,0.163490364025696,-0.0878421052631579,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1988,662000,0.83375314861461,"ram",66100,64100,0.0807304785894207,2.997,0.320877944325482,1.38215789473684,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1989,660000,0.831234256926952,"ram",78400,65400,0.082367758186398,3.307,0.35406852248394,1.69215789473684,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1990,647000,0.814861460957179,"ram",84900,68900,0.0867758186397985,2.401,0.257066381156317,0.786157894736842,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1991,631000,0.794710327455919,"ram",96100,73100,0.0920654911838791,0.691,0.073982869379015,-0.923842105263158,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1992,608000,0.765743073047859,"ram",99400,77400,0.0974811083123426,0.804,0.0860813704496788,-0.810842105263158,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1993,586000,0.738035264483627,"ram",113000,82000,0.103274559193955,1.595,0.170770877944325,-0.0198421052631579,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1994,555000,0.698992443324937,"ram",134000,86000,0.10831234256927,0.86,0.0920770877944325,-0.754842105263158,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1995,507000,0.638539042821159,"ram",127000,89000,0.112090680100756,0.7,0.0749464668094218,-0.914842105263158,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1996,469000,0.590680100755667,"ram",122000,93000,0.117128463476071,0.926,0.0991434689507495,-0.688842105263158,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1997,440000,0.554156171284635,"ram",109000,90000,0.113350125944584,0.521,0.0557815845824411,-1.09384210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1998,421000,0.530226700251889,"ram",110000,91000,0.114609571788413,1.4,0.149892933618844,-0.214842105263158,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",1999,402000,0.506297229219144,"ram",128000,90000,0.113350125944584,0.192,0.0205567451820128,-1.42284210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",2000,364000,0.458438287153652,"ram",104000,89000,0.112090680100756,0.706,0.0755888650963597,-0.908842105263158,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",2001,349000,0.439546599496222,"ram",94300,88300,0.111209068010076,0.323,0.0345824411134904,-1.29184210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",2002,343000,0.431989924433249,"ram",77200,88200,0.111083123425693,0.444,0.0475374732334047,-1.17084210526316,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",2003,354000,0.445843828715365,"ram",92100,90100,0.113476070528967,1.946,0.208351177730193,0.331157894736842,"Northern shortfin squid"
"Bigeye tuna Atlantic Ocean","RAM",2004,352000,0.443324937027708,"ram",87100,89100,0.112216624685139,0.412,0.0441113490364026,-1.20284210526316,"Northern shortfin squid"
"Black rockfish Northern Pacific Coast","RAM",1951,12900,1,"ram",93.8,93.8,0.00727131782945736,15.5,0.00735782777936011,-564.228627454545,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1952,12900,1,"ram",103,3,0.000232558139534884,11.1,0.00526915408715466,-568.628627454545,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1953,12800,0.992248062015504,"ram",111,111,0.0086046511627907,14.3,0.00678818949966771,-565.428627454545,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1954,12800,0.992248062015504,"ram",120,20,0.00155038759689922,97.5,0.0462831102250071,-482.228627454545,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1955,12700,0.984496124031008,"ram",129,29,0.00224806201550388,88.3,0.0419158834140321,-491.428627454545,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1956,12600,0.976744186046512,"ram",138,138,0.0106976744186047,34,0.0161397512579512,-545.728627454545,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1957,12600,0.976744186046512,"ram",146,46,0.00356589147286822,972.3,0.461549416120763,392.571372545455,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1958,12500,0.968992248062015,"ram",155,155,0.012015503875969,438.3,0.208060381657647,-141.428627454545,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1959,12500,0.968992248062015,"ram",164,64,0.00496124031007752,539.6,0.256147346435014,-40.1286274545454,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1960,12400,0.961240310077519,"ram",173,73,0.00565891472868217,510,0.242096268869268,-69.7286274545454,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1961,12300,0.953488372093023,"ram",181,181,0.014031007751938,253.3,0.120241146871736,-326.428627454545,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1962,12300,0.953488372093023,"ram",190,90,0.00697674418604651,675.2,0.320516472040254,95.4713725454546,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1963,12200,0.945736434108527,"ram",199,99,0.00767441860465116,1145.4,0.543719737966391,565.671372545455,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1964,12100,0.937984496124031,"ram",168,168,0.0130232558139535,2070.9,0.983053261179151,1491.17137254545,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1965,12100,0.937984496124031,"ram",249,149,0.0115503875968992,1976.3,0.938146776796734,1396.57137254545,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1966,12000,0.930232558139535,"ram",300,100,0.00775193798449612,2093.6,0.993828918636666,1513.87137254545,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1967,11800,0.914728682170543,"ram",191,291,0.0225581395348837,550.127451,0.261144712332669,-29.6011764545455,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1968,11900,0.922480620155039,"ram",332,232,0.017984496124031,465.1,0.220782303237444,-114.628627454545,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1969,11800,0.914728682170543,"ram",377,77,0.00596899224806202,1173.8,0.557201177252445,594.071372545455,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1970,11500,0.891472868217054,"ram",207,207,0.016046511627907,550.127451,0.261144712332669,-29.6011764545455,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1971,11500,0.891472868217054,"ram",202,102,0.00790697674418605,550.127451,0.261144712332669,-29.6011764545455,"Northern anchovy"
"Black rockfish Northern Pacific Coast","RAM",1972,11400,0.883720930232558,"ram",134,234,0.0181395348837209,399.2,0.189499667711004,-180.528627454545,"Northern anchovy"
