"stockid","stocklong","region","area","location","reference","type","class","order","family","species","comm_name","n_units","nprey","prey1","prey1_prop","prey_prop","r","r_se","r_lo","r_hi","k","k_se","k_lo","k_hi","betaT","betaT_se","betaT_lo","betaT_hi","betaT_inf","sigmaP","sigmaP_se","sigmaP_lo","sigmaP_hi"
"CGANNETWCAPE","Cape gannet W Cape (pairs)","Benguela Current","Benguela Current","W Cape","Crawford et al 2008","birds","Aves","Suliformes","Sulidae","Morus capensis","Cape gannet","pairs",1,"Sardine/anchovy",999,999,0.329132606783508,0.304062588288341,0.0538258511955962,2.01256961927933,0.583380485200628,0.0502765961988791,0.492711542979406,0.690734356363852,6.28365538805746,3.59449102654689,-0.761547023974441,13.3288578000894,"none",0.27302301390571,0.0482640900501609,0.193074067432641,0.386077566569957
"CHTRACCH","Chilean jack mackerel Chilean EEZ and offshore","Humboldt Current","South America","Chilean EEZ and offshore","RAM","fish","Actinopterygii","Perciformes","Carangidae","Trachurus murphyi","Chilean jack mackerel","MT",1,"Peruvian anchoveta",0.2769546235,0.2769546235,0.235322272921077,0.0333110925906744,0.178307171741171,0.310568394933244,1.15604908093046,0.118972890488634,0.944875646986817,1.41441837535137,-0.116520978462326,0.380915105387234,-0.863114585021304,0.630072628096652,"none",0.0295761555644614,0.00467639924196544,0.0216946432242132,0.0403209662833691
"CMACKPCOAST","Pacific chub mackerel Pacific Coast","USA/Canada West","US West Coast","Pacific Coast","RAM","fish","Actinopterygii","Perciformes","Scombridae","Scomber japonicus","Pacific chub mackerel","MT",1,"Northern anchovy",0.43,0.43,0.176863301225881,0.0417601406293368,0.111340273006643,0.280946206397844,0.406948176546838,0.0513484102429266,0.317784837866557,0.52112875965573,-0.751474165181911,0.308986582293076,-1.35708786647634,-0.145860463887482,"negative",0.0325470574847007,0.00451346328884256,0.0248009996087545,0.0427124296449117
"COD3M","Atlantic cod NAFO 3M","USA/Canada East","Canada East Coast","Flemish Cap","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Gadus morhua","Atlantic cod","MT",4,"Northern shortfin squid",0.292,0.626,0.546082920358161,0.173194665582684,0.293283816934124,1.01678489806984,1.78277935962558,0.848302803397829,0.701554701525759,4.53036981748499,0.813984641582468,0.443897232104786,-0.0560539333429128,1.68402321650785,"none",0.10627535158806,0.0156694405060603,0.0796026389381328,0.141885375985385
"COD3NO","Atlantic cod NAFO 3NO","USA/Canada East","Canada East Coast","Southern Grand Banks","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Gadus morhua","Atlantic cod","MT",4,"Northern shortfin squid",0.292,0.626,0.701832623638593,0.225341181350259,0.374049143649757,1.31685646115167,0.702984982551291,0.0975435038110344,0.535592406551692,0.922693973341355,-0.789491698686439,0.340605543356998,-1.45707856366616,-0.121904833706723,"negative",0.168394309756842,0.0229155553888415,0.128970820830821,0.219868675533053
"COD3Pn4RS","Atlantic cod NAFO 3Pn4RS","USA/Canada East","Canada East Coast","Northern Gulf of St. Lawrence","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Gadus morhua","Atlantic cod","MT",4,"Northern shortfin squid",0.292,0.626,0.149511738920725,0.0337669731160202,0.0960349539825142,0.232766916087335,5.0420685703929,1.2502928878887,3.10120546729907,8.19760436275931,-0.574133637290813,0.403461135045591,-1.36491746198017,0.216650187398546,"none",0.0863634705975202,0.00953750597110501,0.0695546788155666,0.10723432529142
"COD3Ps","Atlantic cod NAFO 3Ps","USA/Canada East","Canada East Coast","St. Pierre Bank","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Gadus morhua","Atlantic cod","MT",4,"Northern shortfin squid",0.292,0.626,1.15114239507112,0.344221107473627,0.64060935050913,2.06854428939713,0.79610607342075,0.0548410399464152,0.695558208392547,0.911188844427699,-0.973345631808012,0.561740797612822,-2.07435759512914,0.127666331513118,"none",0.294870126009687,0.0401267282418732,0.22583686019361,0.385005313740316
"COD4TVn","Atlantic cod NAFO 4TVn","USA/Canada East","Canada East Coast","Southern Gulf of St. Lawrence","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Gadus morhua","Atlantic cod","MT",4,"Northern shortfin squid",0.292,0.626,0.16911345664509,0.0558461840489996,0.0885281695167021,0.323053796035567,2.55716594837757,1.30969961152737,0.93711386353091,6.97791158792954,-1.59475198349536,0.4575275850048,-2.49150605010477,-0.697997916885955,"negative",0.0832666239078048,0.00930948846258662,0.0668808853619123,0.103666849197428
"COMGUIFIUU","Common guillemot UU Colony, Farallons Island [population index]","NE Pacific","California","UU Colony, Farallons Island","Lee et al. 2008","birds","Aves","Charadriiformes","Alcidae","Uria aalge","Common guillemot","population index",3,"Pacific hake",0.5425,0.921071428571429,0.379989321245146,0.202847914833291,0.133465838672367,1.08186398629541,0.748409830390798,0.0373140916280691,0.678734054623982,0.825238206937896,1.34422167286474,0.873126721098621,-0.367106700488557,3.05555004621804,"none",0.100014524036815,0.0182600642110284,0.0699282789836599,0.143045205225887
"GSEALSABLEISL","Grey seal Sable Islands [pup production]","NW Atlantic","NW Atlantic","Sable Islands","Bowen et al. 2003","mammals","Mammalia","Carnivora","Phocidae","Halichoerus grypus","Grey seal","pup production",3,"Atlantic mackerel",0.162666666666667,0.273266666666667,0.103095627879573,0.0164305184583784,0.0754362995058239,0.140896472354967,5.19184772641769,1.30334770851416,3.17420256227078,8.4919857146814,-0.486019029075178,0.301601610055133,-1.07715818478324,0.105120126632883,"none",0.0384093623736874,0.00607864279221127,0.0281659220741925,0.0523781580474153
"GUACORPERU","Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","IMARPE.Renato","birds","Aves","Ciconiiformes","Phalacrocoracidae","Phalacrocorax bougainvillii","Guanay cormorant","number of adults",1,"Peruvian anchoveta",0.335,0.335,0.000169990790982741,0.000674028084597013,7.16598934049105e-08,0.403250237279277,0.0576447970687244,0.169063032268141,0.000183770305789546,18.081934482385,-4.47268604935392,2.62328207833361,-9.61431892288778,0.668946824179953,"none",0.0597110823836732,0.00579965108391677,0.0493602612380331,0.0722324653477032
"HAKENRTN","Hake Northeast Atlantic North","Europe","European Union","IIIa-IV-VI-VII-VIIIabd","RAM","fish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius merluccius","European hake","MT",1,"Blue whiting",0.309,0.309,0.647585521876399,0.038912405863505,0.575637151136034,0.728526654883718,1.80371032161751,0.144914627201819,1.54091207838395,2.11132806988024,0.370152986870055,0.0916629540834609,0.190493596866472,0.549812376873638,"positive",0.0433350055697615,0.0052551395792388,0.0341675347807614,0.0549621949543946
"HAKESOTH","Hake Northeast Atlantic South","Europe","European Union","VIIIc-IXa","RAM","fish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius merluccius","European hake","MT",1,"Blue whiting",0.309,0.309,0.594410167247872,0.0650078195590698,0.479725323967349,0.736511977324112,2.0407408690809,0.380686756143362,1.41579021885044,2.94155393877389,0.394001846030514,0.150774632925684,0.0984835654961739,0.689520126564854,"positive",0.063610339948373,0.00782988897606629,0.0499746957854904,0.0809664828319449
"HMACKIIa-IVa-Vb-VIa-VII-VIII","Horse mackerel IIa-IVa-Vb-VIa-VII-VIII","Europe","European Union","IIa-IVa-Vb-VIa-VII-VIII","RAM","fish","Actinopterygii","Perciformes","Carangidae","Trachurus trachurus","Horse mackerel","MT",1,"Norway pout",0.229,0.229,0.114508709132925,0.0465554801439964,0.0516132931119153,0.254047817465491,1.10575655934488,0.251827243503029,0.707622436718443,1.72789542146858,-0.0264259783350538,1.24912618890353,-2.47471330858596,2.42186135191585,"none",0.0508552349358467,0.00656538041067471,0.0394860813206022,0.0654978877083648
"MACKNEICES","Mackerel ICES Northeast Atlantic","Europe","European Union","IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa","RAM","fish","Actinopterygii","Perciformes","Scombridae","Scomber scombrus","Atlantic mackerel","MT",3,"Sandeel spp.",0.1899,0.2794,0.261103417478784,0.0529641335800716,0.175446785235882,0.38857933206038,1.63581954729598,0.313503225936137,1.12357080941802,2.38160832311199,0.458540522025414,0.137932653512227,0.188192521141448,0.72888852290938,"positive",0.0472662146114886,0.0061020400336599,0.0366994193659031,0.0608754874682013
"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic","USA/Canada East","US East Coast","Southern Georges Bank / Mid-Atlantic","RAM","fish","Actinopterygii","Lophiiformes","Lophiidae","Lophius americanus","Goosefish","MT",4,"Northern shortfin squid",0.24675,0.32755,0.483782206219769,0.0357570454920308,0.418538286850994,0.559196686199918,1.04076962420471,0.0187789377193805,1.00460613443829,1.07823491568949,0.153042651297503,0.0864835687834785,-0.0164651435181151,0.322550446113121,"none",0.0179035199212565,0.00248277067590184,0.0136425601842741,0.0234952986273289
"NFURSEALSMI","Northern fur seal San Miguel Islands [pups]","NE Pacific","California","San Miguel Islands","NOAA 2013","mammals","Mammalia","Carnivora","Otariidae","Callorhinus ursinus","Northern fur seal","pups",3,"Northern anchovy",0.32,0.52135,0.152470041455847,0.115909870480474,0.0343619055437355,0.676537379801561,0.459423132206069,0.0739280536996009,0.335150044563624,0.62977647722188,1.56300476171284,0.535181620795632,0.514048784953405,2.61196073847228,"positive",0.1048178164129,0.0125281211184299,0.0829268614552258,0.132487525088604
"NFURSTGEORGE","Northern fur seal St. George","Bering Sea","Pribolof Islands","St. George","Towell et al 2016 Figure 2","mammals","Mammalia","Carnivora","Otariidae","Callorhinus ursinus","Northern fur seal","# of males (harem males + idle males)",2,"Walleye pollock",57.370420325,93.0191258483333,0.150885614038289,0.0870948751026839,0.0486748262216385,0.467725727875132,0.615643621856717,0.0536598968969739,0.518963415583303,0.730334851652018,-1.42288188417928,0.974578530921111,-3.33305580478466,0.487292036426099,"none",0.0761557322713509,0.00862293579262067,0.060998796095731,0.0950788528462707
"NFURSTPAUL","Northern fur seal St. Paul","Bering Sea","Pribolof Islands","St. Paul","Towell et al 2016 Figure 2","mammals","Mammalia","Carnivora","Otariidae","Callorhinus ursinus","Northern fur seal","# of males (harem males + idle males)",2,"Walleye pollock",57.370420325,93.0191258483333,0.00265435202804,0.0141762141239115,7.54789105772418e-08,93.3450765899693,0.417815518676528,0.0463141664895888,0.336223863917294,0.519207071184803,4.49163515622664,4.73768961132435,-4.79423648196908,13.7775067944224,"none",0.0722176446108488,0.00797510204554114,0.0581623758292708,0.0896694489999524
"PACBTUNA","Pacific bluefin tuna Pacific Ocean","Pacific Ocean","Pacific Ocean","Pacific Ocean","RAM","fish","Actinopterygii","Perciformes","Scombridae","Thunnus orientalis","Pacific bluefin tuna","MT",3,"Northern anchovy",0.7999,0.8158,0.267775874257791,0.0317316940689952,0.212276249249135,0.337785876131484,1.64925150731162,0.233740253575503,1.24924635512256,2.17733717870469,-0.0793763241575648,0.12150414118239,-0.317524440875048,0.158771792559919,"none",0.0467038529708649,0.00426345754461496,0.0390523878726254,0.0558544560562751
"PERBOOPERU","Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","IMARPE.Renato","birds","Aves","Ciconiiformes","Sulidae","Sula variegata","Peruvian booby","number of adults",1,"Peruvian anchoveta",0.795671428571429,0.795671428571429,0.633034287291648,0.210264806735929,0.330135423637741,1.21384250278628,0.563594775605203,0.0402555697398122,0.489967804243415,0.648285598234281,-0.186352610853119,0.407834493311213,-0.985708217743096,0.613002996036858,"none",0.176475553654163,0.0171408153179927,0.145883797169649,0.213482385582041
"PERPELPERU","Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","IMARPE.Renato","birds","Aves","Ciconiiformes","Pelecanidae","Pelecanus thagus","Peruvian pelican","number of adults",1,"Peruvian anchoveta",0.8,0.8,0.415158764204574,0.28822771819656,0.106475331108815,1.61874865944043,0.351619055993952,0.0952138748780174,0.206811098971772,0.597820722160339,-0.14141771200517,0.593349163078376,-1.30438207163879,1.02154664762845,"none",0.183267910757463,0.0178005471407327,0.151498709974534,0.221699096441488
"PHSEALJFUCA","Pacific harbor seal Juan de la Fuca [abundance (total est.)]","NE Pacific","Washington","Juan de la Fuca","Jeffries et al. 2003","mammals","Mammalia","Carnivora","Phocidae","Phoca vitulina richardsi","Pacific harbor seal","abundance (total est.)",5,"Pacific hake",0.426,0.553916666666667,0.507497548737658,0.207333367603684,0.227864749424575,1.13029225724966,0.806899607202956,0.076033854743091,0.670825588334728,0.970575642054079,0.652919947728427,0.610049232975068,-0.542776548902706,1.84861644435956,"none",0.143684946128187,0.0254001414737085,0.101609884752754,0.203182631238053
"PHSEALOR","Pacific harbor seal Oregon [abundance (total est.)]","NE Pacific","Oregon","Oregon","Brown et al. 2005","mammals","Mammalia","Carnivora","Phocidae","Phoca vitulina richardsi","Pacific harbor seal","abundance (total est.)",5,"Pacific hake",0.426,0.553916666666667,0.443378941640892,0.179797067507824,0.200259549262704,0.981650496140458,0.869862179075352,0.0326595152467462,0.808148127716016,0.936289010189492,1.06106075415908,0.69088811156301,-0.293079944504416,2.41520145282258,"none",0.0720629401357432,0.0123586881549394,0.0514907814600432,0.100854312048799
"PHSEALSJI","Pacific harbor seal San Juan Islands [abundance (total est.)]","NE Pacific","Washington","San Juan Islands","Jeffries et al. 2003","mammals","Mammalia","Carnivora","Phocidae","Phoca vitulina richardsi","Pacific harbor seal","abundance (total est.)",5,"Pacific hake",0.426,0.553916666666667,0.311569204645243,0.131489736418973,0.13624491301077,0.712506376480973,0.809771805242719,0.0572119325284859,0.705054231181503,0.930042467041441,0.910319094594365,0.800483269838711,-0.658628114289508,2.47926630347824,"none",0.0823545032106002,0.0145583520675874,0.0582387494695071,0.116456212759442
"PHSEALWA","Pacific harbor seal Coastal Estuaries [abundance (total est.)]","NE Pacific","Washington","Coastal Estuaries","Jeffries et al. 2003","mammals","Mammalia","Carnivora","Phocidae","Phoca vitulina richardsi","Pacific harbor seal","abundance (total est.)",5,"Pacific hake",0.426,0.553916666666667,0.478408574287161,0.159419858836121,0.248970712518247,0.919283885387526,0.760236808718636,0.0619588608695281,0.64800026614933,0.891913222142884,-0.140444275867092,0.521109970494692,-1.16181981803669,0.880931266302505,"none",0.109329841606126,0.0182216341938137,0.0788622630344661,0.151568238162233
"POLL5YZ","Pollock NAFO-5YZ","USA/Canada East","US East Coast","Gulf of Maine / Georges Bank","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Pollachius virens","Pollock","MT",4,"Longfin inshore squid",0.378,0.547333333333333,0.149371706928388,0.0344307704434834,0.0950734840414889,0.23468064787616,0.919081351538502,0.0891982089387,0.759874837267112,1.1116442989267,0.408219891686248,0.461611938002211,-0.496539506798085,1.31297929017058,"none",0.0334672978558063,0.00411953821894349,0.0262931786006449,0.0425988825003373
"POLLNS-VI-IIIa","Pollock ICES IIIa, VI and North Sea","Europe","European Union","IIIa, VI and North Sea","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Pollachius virens","Pollock","MT",3,"Norway pout",0.34605,0.62345,0.323810915349504,0.112629470081147,0.163763468807624,0.640274107912656,3.2341759189774,2.29131960791565,0.806679484767445,12.9666045466729,-0.284564477562367,0.0946879489617803,-0.470152857527457,-0.0989760975972776,"negative",0.0789870129097103,0.00987337332300792,0.0618234985148743,0.100915482919455
"SHAKE4VWX","Silver hake Scotian Shelf and Bay of Fundy","USA/Canada East","Canada East Coast","Scotian Shelf and Bay of Fundy","RAM","fish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius bilinearis","Silver hake","MT",4,"Atlantic mackerel",0.127833333333333,0.400208333333333,0.442585055191592,0.115346274547223,0.265554086397624,0.737633277409424,1.10149016224466,0.145099909675116,0.850842766647827,1.42597507445691,0.529263741709248,0.375373873054024,-0.206469049476638,1.26499653289513,"none",0.1041598233071,0.0160722043103587,0.076975871606204,0.14094376023268
"SSTHORNHPCOAST","Shortspine thornyhead Pacific Coast","USA/Canada West","US West Coast","Pacific Coast","RAM","fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastolobus alascanus","Shortspine thornyhead","MT",1,"Pacific hake",0.224633333333333,0.224633333333333,0.049463730296822,0.0140268737263879,0.0283726285529424,0.0862331317068967,0.931336922226279,0.00793777050503195,0.915908120286589,0.947025627887773,0.0312340126119092,0.546225952734115,-1.03936885474696,1.10183687997077,"none",0.00150071357545724,0.00023728357161031,0.00110080045833158,0.00204591233453436
"STMARLINNEPAC","Striped marlin Northeast Pacific","Pacific Ocean","Pacific Ocean","Northeast Pacific","RAM","fish","Actinopterygii","Perciformes","Istiophoridae","Kajikia audax","Striped marlin","MT",3,"Pacific chub mackerel",0.26598,0.559213333333333,0.386677216728339,0.0805318268579179,0.257080268252644,0.581605391005098,2.12454618901676,0.745621442166202,1.06789048207822,4.2267410235566,0.63876252970517,0.292127018063259,0.0661935743011829,1.21133148510916,"positive",0.0675704999182686,0.0093703392675696,0.0514890153378614,0.088674689722555
"WHAKE4T","White hake Southern Gulf of St. Lawrence","USA/Canada East","Canada East Coast","Southern Gulf of St. Lawrence","RAM","fish","Actinopterygii","Gadiformes","Phycidae","Urophycis tenuis","White hake","MT",4,"Northern shortfin squid",0.3095,0.4495,0.0258629948412102,0.0209026294173871,0.00530542180293894,0.126077534831619,5.25840008563322,3.00537389385223,1.71534276058599,16.1196771257201,-1.6641009740392,2.2720125411746,-6.11724555474141,2.78904360666301,"none",0.0709648199951604,0.00873677121870719,0.0557501772690659,0.0903316531648025
"WHAKEGBGOM","White hake Georges Bank / Gulf of Maine","USA/Canada East","US East Coast","Gulf of Maine / Georges Bank","RAM","fish","Actinopterygii","Gadiformes","Phycidae","Urophycis tenuis","White hake","MT",4,"Northern shortfin squid",0.3095,0.4495,0.354465515116997,0.0253682419575199,0.308073561708081,0.407843505656663,1.53348047529762,0.0986923734673422,1.35174652448047,1.73964743058823,0.061843307289168,0.0779980874635113,-0.0910329441393142,0.21471955871765,"none",0.0302130397929254,0.00342095196865399,0.0241998730599614,0.0377203537914076
"WHITNS-VIId","Whiting NS-VIId","Europe","European Union","IV and VIId","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Merlangius merlangus","Whiting","MT",3,"Sandeel spp.",0.207025,0.50765,0.312759226393333,0.156133286894023,0.117563348893673,0.832047867083349,0.933111586103406,0.177219885622907,0.643083510127875,1.35394115757575,-0.103191909343235,0.590247825015873,-1.26007764637435,1.05369382768788,"none",0.126889726363655,0.0175964331627476,0.0966905243393899,0.166520998480965
"WMARLINATL","White marlin Atlantic","Atlantic Ocean","Atlantic Ocean","Atlantic Ocean","RAM","fish","Actinopterygii","Perciformes","Istiophoridae","Kajikia albida","White marlin","MT",1,"Northern shortfin squid",0.541,0.541,0.0919769762456955,0.00646536276366743,0.0801390676491184,0.105563546063969,1.1231165137757,0.0486318433444138,1.03173087701466,1.22259663989659,-0.0602075779939132,0.134081565352553,-0.323007446084917,0.202592290097091,"none",0.00980262693199198,0.000934643494052807,0.00813171459681846,0.0118168798995246
"YTROCKNPCOAST","Yellowtail rockfish Northern Pacific Coast","USA/Canada West","US West Coast","Northern Pacific Coast","RAM","fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes flavidus","Yellowtail rockfish","MT",2,"Pacific hake",0.163,0.246,0.251182148569247,0.0923032832646738,0.122232675665357,0.516166985762423,0.921591296182065,0.0906408685209002,0.760009411568966,1.11752631516125,0.00226447737046651,0.660059271089419,-1.29145169396479,1.29598064870573,"none",0.0800046903903879,0.00905874433570902,0.0640817132246412,0.0998841972595789
