"outfile","dataset","framework","covariate","type","stockid","r","r_se","r_lo","r_hi","k","k_se","k_lo","k_hi","betaT","betaT_se","betaT_lo","betaT_hi","betaT_inf","sigmaP","sigmaP_se","sigmaP_lo","sigmaP_hi"
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","PACBTUNA",0.254993637175349,0.0297096364486047,0.20293312131565,0.320409771349135,1.76321725045222,0.264065299926028,1.31469405701606,2.36475935652178,-0.185670989245284,0.0737742197372992,-0.330268459930391,-0.041073518560178,"negative",0.0438195562513015,0.0040001585697439,0.0366406238089049,0.0524050441956261
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","birds","PERBOOPERU",0.677776540304209,0.161216295088931,0.425221829761877,1.08033267916653,0.574430841855153,0.043490902079464,0.495211812465395,0.666322538696464,-0.157304919234057,0.271991083771403,-0.690407443426006,0.375797604957892,"none",0.176395732994892,0.0171330624527891,0.145817813294683,0.213385826571984
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","birds","PERPELPERU",0.488789019675191,0.161398194563765,0.255887706586606,0.933670120155511,0.355667750170375,0.0670611468895778,0.245780546365166,0.514684951197525,0.147428391460122,0.329134921999297,-0.497676055658499,0.792532838578744,"none",0.18308144768949,0.0177824362525906,0.151344569982768,0.221473532165018
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","mammals","PHSEALJFUCA",0.56250164127684,0.205038151594579,0.275324964274625,1.14921688003393,0.855853085314474,0.0470819199011839,0.768373413517729,0.95329235857977,-0.628933796606248,0.307430711592355,-1.23149799132726,-0.0263696018852329,"negative",0.138155662600985,0.0244226933302331,0.0976997335705689,0.195363758028374
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","mammals","PHSEALOR",0.570358234962253,0.175845951414386,0.31168128890974,1.04372167263292,0.867042612388518,0.0299745108327894,0.810238791453635,0.927828807540529,-0.362994768576471,0.388886492701633,-1.12521229427167,0.399222757118729,"none",0.0754742426992392,0.0129437215230629,0.0539282428578164,0.105628535423309
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","mammals","PHSEALSJI",0.352123599236275,0.139916507801691,0.161608243921812,0.76723208006082,0.831386695361682,0.0415047820789188,0.753890556859091,0.916849045177271,-0.62295688086946,0.351069647764039,-1.31105339048698,0.0651396287480556,"none",0.0797772093793486,0.0141027467331619,0.0564161609783336,0.112811701930598
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","mammals","PHSEALWA",0.421009352003504,0.197437914549283,0.167919899102331,1.05555610396356,0.758064440874572,0.0497061805328955,0.666640864904583,0.862025907458777,0.541473294585186,0.517699919186401,-0.47321854702016,1.55616513619053,"none",0.105885820292908,0.0176476308329463,0.0763780070371144,0.146793656630158
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","POLL5YZ",0.142050973904847,0.0347324252536615,0.0879662034453874,0.229388997103222,0.957365187614981,0.0969012398272159,0.78509159947642,1.16744097512738,0.0196666531496033,0.202296874220125,-0.376835220321842,0.416168526621048,"none",0.0338192066726495,0.00416285518545808,0.0265696515149594,0.0430468099787996
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","POLLNS-VI-IIIa",0.416555971516625,0.132894663365734,0.222898880595957,0.778464552815287,2.14996266575254,0.875839586387891,0.967535466639227,4.77743671783489,-0.110174865909378,0.0717257241067839,-0.250757285158674,0.0304075533399186,"none",0.0857290109151211,0.0107161227926903,0.0671004913816,0.109529202561105
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","SHAKE4VWX",0.514033467026623,0.11298819496103,0.334108736772163,0.790851528685393,1.0383131677513,0.0710254618076366,0.908031965940371,1.18728665373498,-0.496628302871782,0.232778166959407,-0.952873510112219,-0.0403830956313456,"negative",0.0978489660232217,0.0150984182149273,0.0723120413059349,0.132404230041115
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","SSTHORNHPCOAST",0.0471161373589966,0.0148991101568048,0.0253511091134846,0.0875673876710594,0.93288445375191,0.00906628382061426,0.915282711811946,0.950824693639363,0.0764016011461321,0.24289119593559,-0.399665142887624,0.552468345179888,"none",0.00149704498666573,0.000236703516984499,0.00109810948232601,0.00204091097306053
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","STMARLINNEPAC",1.35675480600139,0.330686707444042,0.841455504996224,2.18761846904328,1.33761737507911,0.141069638058136,1.08782658289135,1.64476605945586,1.02344132280184,0.232709579219282,0.567330547532049,1.47955209807163,"positive",0.0731420240963963,0.0133538410488866,0.0511395311395059,0.104610964741229
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","WHAKE4T",0.0274870730880019,0.02092276496721,0.00618292830743756,0.122197630212905,5.41140100056606,2.93985390738254,1.86581521248462,15.6946200207748,0.42453503678769,0.340682415654038,-0.243202497894224,1.0922725714696,"none",0.0706542046149,0.00870080150807248,0.0555026594931827,0.0899419356720611
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","WHAKEGBGOM",0.357456256821302,0.0297519921103797,0.303650454206527,0.420796260208426,1.51929100368502,0.116488950332132,1.30730040059098,1.7656578035429,0.0109105914647074,0.0401425361878249,-0.0677687794634295,0.0895899623928443,"none",0.0304289891674387,0.00344540341233908,0.0243728429921966,0.0379899621085874
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","WHITNS-VIId",0.289142622634265,0.170771111093353,0.0908600574840121,0.92013430916585,0.941221648449977,0.205871285682757,0.613065807648177,1.44502952286533,0.216647020387059,0.263583592910674,-0.299976821717863,0.73327086249198,"none",0.126877274657318,0.0179431502766873,0.0961620233576974,0.167403328906555
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","WMARLINATL",0.0915857267085975,0.00629092663979827,0.0800494934821719,0.104784489843274,1.1256305723238,0.0450409587404806,1.04072333662216,1.21746495035116,0.0974093298360379,0.0478011905565435,0.00371899634521271,0.191099663326863,"positive",0.00951790303671613,0.000907496144863017,0.00789552347464533,0.0114736506714521
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","YTROCKNPCOAST",0.249386629296235,0.0859548634285145,0.126907802280477,0.490069875564344,0.931399433614304,0.0845598635041046,0.779571026169416,1.11279777700271,-0.159650923691257,0.294342135575646,-0.736561509419523,0.417259662037009,"none",0.079690047686339,0.00902311807680914,0.0638296924564745,0.0994913723668869
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","birds","AFPENWCAPE",0.102863276398621,0.149639307003941,0.00594238514335368,1.78057351992632,0.798364392748987,0.0667642783847918,0.677668027545198,0.94055743771525,6.56641943300043,5.02405849437173,-3.28073521596816,16.413574081969,"none",0.107857961167876,0.0174968659086439,0.0784813728204913,0.148230584777101
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","ALBANATL",0.122010879259131,0.00423233492859828,0.113991215550252,0.130594753163445,1.13491512229671,0.0259755178206143,1.08512817156924,1.18698635660255,-0.00150646137079031,0.0499581995347122,-0.0994245324588263,0.0964116097172457,"none",0.0059973073370881,0.000542970513030022,0.00502216235139577,0.00716179461731151
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","ALBANPAC",0.279272231898129,0.0517597968963102,0.19420693912561,0.401597285146014,1.05082912289173,0.0592858714530808,0.940823100132386,1.17369763280899,0.0717252546699293,0.259945639523628,-0.437768198796382,0.58121870813624,"none",0.0225050450381769,0.00365079917182433,0.0163754887525307,0.0309289731637536
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","birds","APUFFHERNYKEN",0.226101273331649,0.097273873327889,0.0972949175201173,0.525431205505907,0.518738330484233,0.0595080198525918,0.414285180214236,0.649527109259418,0.272624760870164,0.942097876046067,-1.57388707618013,2.11913659792045,"none",0.0555955444614247,0.00838134088776992,0.041372733108053,0.0747077684205646
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","birds","ARCTERFOULA",0.0628712603177627,0.146136590150309,0.000660543548171943,5.98415560167571,0.046656675029504,0.157350650156488,6.28297509385075e-05,34.6467285369196,1.54633869223146,1.04309391183839,-0.498125374971784,3.5908027594347,"none",0.114708050694987,0.0156097833296874,0.0878532741123124,0.149771730504004
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","ARFLOUNDPCOAST",0.077167182940867,0.0637449867297489,0.0152852755123735,0.389575844950183,2.32952325748301,2.7172652359597,0.236792195871662,22.9174723735213,0.244294562066202,0.252759327499894,-0.251113719833591,0.739702843965994,"none",0.0402222819070871,0.00438860928628917,0.0324781533021982,0.0498129295332716
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","BLACKROCKCAL",0.140614434909197,0.0393479421669132,0.0812521726219962,0.243346345910263,2.40775726798808,1.07850833818804,1.00075187963482,5.79293946833742,0.0458907960173158,0.127560606073344,-0.204127991886439,0.295909583921071,"none",0.0401326071387116,0.00460352422495628,0.0320520711979713,0.0502502988278681
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","BLUEFISHATLC",0.225531009531605,0.0345183765622433,0.167079914645304,0.304430585617218,1.49834660030161,0.290619814791434,1.02449516460349,2.19136469570774,0.0856350240286402,0.369829640723682,-0.639231071789777,0.810501119847058,"none",0.0307316212867871,0.00434610611306776,0.0232919164758067,0.0405476529977893
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","birds","BRACORFIF",0.237308519573379,0.28142640677741,0.0232191790069254,2.425380046612,0.967883537145217,0.50778598148445,0.346134128013942,2.70646106713581,-0.244332638269266,1.30962271385755,-2.81119315743007,2.32252788089154,"none",0.201406234082265,0.0356039166052332,0.14242872886161,0.284805400226623
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","birds","BRACORFIS",0.55760245206918,0.176161451838165,0.300194351546541,1.03573066232513,0.523126354497588,0.0698028568472372,0.402740460071219,0.679497616707153,0.32228584969548,0.401108343261785,-0.463886503097618,1.10845820248858,"none",0.203068598152891,0.0224251677168481,0.163546626153988,0.252141279374077
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","birds","CGANNETWCAPE",0.329132607051918,0.304062588536126,0.0538258512395491,2.01256962091845,0.583380485201203,0.0502765961989369,0.492711542979877,0.690734356364551,6.2836553835886,3.5944910265437,-0.76154702843704,13.3288577956142,"none",0.273023013908263,0.0482640900506152,0.193074067434442,0.386077566573576
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","CHTRACCH",0.235322272921459,0.0333110925907287,0.17830717174146,0.310568394933748,1.1560490809288,0.11897289048847,0.944875646985445,1.41441837534935,-0.116520978464884,0.380915105387235,-0.863114585023864,0.630072628094096,"none",0.029576155564476,0.00467639924196803,0.0216946432242234,0.0403209662833897
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","CMACKPCOAST",0.17686330122576,0.0417601406293083,0.111340273006567,0.280946206397652,0.40694817654727,0.0513484102429811,0.317784837866895,0.521128759656283,-0.751474165184103,0.308986582293076,-1.35708786647853,-0.145860463889674,"negative",0.0325470574847051,0.00451346328884317,0.0248009996087579,0.0427124296449174
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","COD3M",0.546082920408841,0.173194665598708,0.293283816961395,1.01678489816403,1.78277935951951,0.848302803347139,0.701554701484188,4.53036981721436,0.813984641640604,0.443897232104773,-0.0560539332847512,1.68402321656596,"none",0.10627535158476,0.0156694405055738,0.0796026389356612,0.141885375980979
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","COD3NO",0.70183262355593,0.22534118132371,0.374049143605709,1.31685646099654,0.702984982534313,0.0975435038086701,0.535592406538769,0.922693973319049,-0.78949169879129,0.340605543356997,-1.457078563771,-0.121904833811577,"negative",0.168394309760269,0.0229155553893078,0.128970820833445,0.219868675537527
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","COD3Pn4RS",0.149498898089084,0.0338258215991949,0.095948998823177,0.232935421984325,5.04345858150356,1.2703344542749,3.07840589117669,8.26287220156631,-0.574144679695719,0.403465268406903,-1.36493660577325,0.216647246381812,"none",0.086363392454249,0.00953750517230308,0.0695546035198905,0.107234247321584
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","COD3Ps",1.15114239507115,0.344221107473647,0.640609350509139,2.06854428939722,0.796106073420216,0.0548410399463781,0.69555820839208,0.911188844427087,-0.973345631805965,0.56174079761281,-2.07435759512707,0.127666331515144,"none",0.294870126009887,0.0401267282419028,0.22583686019376,0.385005313740583
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","COD4TVn",0.169113456728393,0.0558461840765441,0.0885281695602734,0.323053796194831,2.5571659455415,1.30969961007523,0.937113862491295,6.97791158019273,-1.59475198333846,0.457527585004883,-2.49150604994803,-0.697997916728892,"negative",0.0832666239057416,0.00930948846235567,0.0668808853602555,0.103666849194858
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","birds","COMGUIFIUU",0.379989321399889,0.202847914915904,0.133465838726714,1.08186398673601,0.748409830391612,0.0373140916281104,0.678734054624719,0.825238206938795,1.34422167288488,0.873126721098581,-0.36710670046834,3.0555500462381,"none",0.100014524032377,0.0182600642102181,0.0699282789805567,0.143045205219539
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","mammals","GSEALSABLEISL",0.103062971876374,0.0164616225156176,0.0753603506661942,0.140949134101565,5.19863141476088,1.32633988057752,3.15294104459021,8.57160606694794,-0.486090567107909,0.301599187321141,-1.07722497425735,0.105043840041528,"none",0.03840800785325,0.00607859078030761,0.0281646954448933,0.0523767448556872
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","birds","GUACORPERU",0.000169990604291309,0.000674027344350273,7.16598147041591e-08,0.403249794415772,0.0576447457250856,0.169062881685539,0.000183770142106354,18.0819183770707,-4.47268640320343,2.62328207833686,-9.61431927674366,0.66894647033681,"none",0.0597110824942631,0.00579965109465831,0.0493602613294523,0.0722324654814841
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","HAKENRTN",0.647585521876234,0.0389124058634938,0.57563715113589,0.728526654883529,1.80371032161835,0.144914627201898,1.54091207838465,2.11132806988125,0.370152986871031,0.0916629540834598,0.19049359686745,0.549812376874613,"positive",0.0433350055697018,0.00525513957923174,0.034167534780714,0.0549621949543192
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","HAKESOTH",0.594410167248839,0.0650078195591763,0.479725323968129,0.736511977325313,2.04074086907639,0.380686756142534,1.4157902188473,2.94155393876743,0.394001846029008,0.150774632925693,0.098483565494649,0.689520126563367,"positive",0.0636103399482195,0.00782988897604719,0.0499746957853702,0.080966482831749
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","HMACKIIa-IVa-Vb-VIa-VII-VIII",0.114508709125755,0.0465554801410795,0.0516132931086856,0.254047817449576,1.10575655937519,0.251827243509923,0.707622436737842,1.72789542151591,-0.0264259785207822,1.24912618890302,-2.47471330877069,2.42186135172913,"none",0.0508552349360784,0.00656538041070462,0.0394860813207821,0.0654978877086631
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","MACKNEICES",0.261103417483713,0.0529641335810514,0.175446785239221,0.388579332067658,1.63581954727072,0.313503225931177,1.12357080940083,2.38160832307488,0.458540522025692,0.137932653512225,0.18819252114173,0.728888522909653,"positive",0.0472662146111315,0.00610204003361352,0.0366994193656262,0.0608754874677407
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","MONKSGBMATL",0.483782206221425,0.0357570454921519,0.41853828685243,0.55919668620183,1.04076962420376,0.0187789377193633,1.00460613443737,1.07823491568851,0.153042651297215,0.0864835687834802,-0.0164651435184058,0.322550446112836,"none",0.017903519921302,0.00248277067590805,0.0136425601843089,0.0234952986273883
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","mammals","NFURSTGEORGE",0.150885614029865,0.087094875097839,0.04867482621891,0.467725727849126,0.615643621856273,0.0536598968969402,0.518963415582921,0.730334851651502,-1.42288188424376,0.974578530921286,-3.33305580484948,0.487292036361961,"none",0.0761557322714877,0.00862293579263615,0.0609987960958405,0.0950788528464414
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","mammals","NFURSTPAUL",0.00265435138310824,0.0141762106794848,7.54788922386598e-08,93.3450539089908,0.417815518837811,0.0463141665074659,0.336223864047083,0.519207071385222,4.49163537097784,4.73768961132153,-4.79423626721235,13.777507009168,"none",0.0722176446195494,0.00797510204650176,0.0581623758362783,0.0896694490107551
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","PACBTUNA",0.267775874257981,0.0317316940690157,0.212276249249289,0.337785876131719,1.64925150730982,0.233740253575229,1.24924635512122,2.17733717870226,-0.0793763241580166,0.121504141182387,-0.317524440875496,0.158771792559463,"none",0.0467038529708491,0.00426345754461371,0.0390523878726119,0.0558544560562567
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","birds","PERBOOPERU",0.633034286574157,0.210264806497582,0.33013542326359,1.21384250141038,0.563594775564113,0.0402555697368769,0.489967804207693,0.648285598187016,-0.186352612315308,0.407834493311166,-0.985708219205194,0.613002994574578,"none",0.176475553658788,0.0171408153184419,0.145883797173473,0.213482385587636
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","birds","PERPELPERU",0.415158762889414,0.288227717283504,0.106475330771513,1.61874865431253,0.351619055762009,0.0952138748152157,0.206811098835344,0.597820721766009,-0.141417714640731,0.593349163078358,-1.30438207427431,1.02154664499285,"none",0.183267910773171,0.017800547142258,0.151498709987521,0.221699096460489
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","mammals","PHSEALJFUCA",0.507497548639616,0.207333367563639,0.227864749380546,1.13029225703135,0.806899607184693,0.076033854741366,0.670825588319553,0.970575642032102,0.652919947723372,0.610049232975058,-0.542776548907742,1.84861644435449,"none",0.143684946131228,0.0254001414742466,0.101609884754905,0.203182631242355
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","mammals","PHSEALOR",0.44337894163868,0.179797067506937,0.200259549261696,0.981650496135602,0.869862179076667,0.0326595152467957,0.808148127717237,0.936289010190907,1.06106075411873,0.690888111563019,-0.293079944544789,2.41520145278224,"none",0.0720629401364085,0.0123586881550533,0.0514907814605189,0.10085431204973
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","mammals","PHSEALSJI",0.311569204474181,0.131489736346779,0.13624491293597,0.712506376089772,0.809771805248989,0.0572119325289249,0.705054231186969,0.930042467048634,0.910319094447764,0.80048326983874,-0.658628114436167,2.47926630333169,"none",0.082354503216641,0.0145583520686552,0.0582387494737789,0.116456212767984
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","mammals","PHSEALWA",0.478408574156711,0.159419858792647,0.248970712450363,0.919283885136843,0.760236808700145,0.0619588608680198,0.648000266133571,0.891913222121188,-0.14044427627348,0.521109970494688,-1.16181981844307,0.880931265896108,"none",0.1093298416112,0.0182216341946593,0.0788622630381262,0.151568238169267
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","POLL5YZ",0.149371706928126,0.0344307704434206,0.0950734840413251,0.234680647875741,0.919081351539896,0.089198208938827,0.759874837268278,1.11164429892837,0.408219891694724,0.46161193800215,-0.49653950678949,1.31297929017894,"none",0.0334672978558921,0.00411953821895399,0.0262931786007124,0.0425988825004463
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","POLLNS-VI-IIIa",0.323810915349061,0.11262947008108,0.163763468807314,0.640274107912119,3.23417591922679,2.29131960809422,0.806679484828719,12.9666045476877,-0.284564477563369,0.0946879489617792,-0.470152857528456,-0.0989760975982816,"negative",0.0789870129088949,0.00987337332290582,0.0618234985142364,0.100915482918413
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","SHAKE4VWX",0.442585055199848,0.115346274549376,0.265554086402576,0.737633277423187,1.10149016223863,0.14509990967433,0.85084276664316,1.42597507444913,0.52926374169847,0.375373873054035,-0.206469049487438,1.26499653288438,"none",0.104159823306569,0.016072204310277,0.0769758716058107,0.140943760231961
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","SSTHORNHPCOAST",0.0494637302988453,0.0140268737269614,0.0283726285541034,0.0862331317104231,0.931336922224087,0.00793777050501315,0.915908120284434,0.947025627885544,0.0312340124749134,0.546225952734134,-1.03936885488399,1.10183687983382,"none",0.00150071357544657,0.000237283571608624,0.00110080045832375,0.00204591233451982
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","STMARLINNEPAC",0.359276793040002,0.130518950296298,0.176277510720945,0.732253442252469,4.38487851554988,4.78042928145727,0.517551832039491,37.1502106762204,0.5625916607282,0.296410943885813,-0.0183737892879936,1.14355711074439,"none",0.0915437686288169,0.0167135234547687,0.0640056857092146,0.130929955392383
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","WHAKE4T",0.0258629964055699,0.0209026306817215,0.00530542212384105,0.126077542457687,5.25840009145006,3.00537389717676,1.71534276248351,16.1196771435516,-1.66410082624857,2.272012541175,-6.11724540695157,2.78904375445443,"none",0.0709648199152432,0.00873677120886829,0.0557501772062827,0.0903316530630754
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","WHAKEGBGOM",0.354465515116866,0.0253682419575102,0.308073561707968,0.407843505656512,1.53348047529788,0.0986923734673605,1.35174652448069,1.73964743058853,0.0618433072898063,0.0779980874635121,-0.0910329441386774,0.21471955871829,"none",0.0302130397929894,0.00342095196866123,0.0241998730600126,0.0377203537914874
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","WHITNS-VIId",0.295387136143868,0.159942153234483,0.102208316513807,0.853683566811215,0.932802304800497,0.188449326820642,0.627801736240219,1.38597918676061,-0.138943700006914,0.630556411899383,-1.37483426732971,1.09694686731588,"none",0.128158502064821,0.0181243431339051,0.0971330831492955,0.169093795017851
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","WMARLINATL",0.0919769762457332,0.00646536276367002,0.0801390676491514,0.105563546064012,1.12311651377517,0.0486318433443896,1.03173087701417,1.22259663989601,-0.0602075779952917,0.134081565352551,-0.323007446086292,0.202592290095709,"none",0.00980262693199269,0.000934643494052969,0.00813171459681889,0.0118168798995256
"composite_pella_0.55p_fixed_sst.Rdata","composite","fixed","sst","fish","YTROCKNPCOAST",0.251182148559596,0.0923032832611333,0.122232675660655,0.516166985742615,0.92159129618666,0.0906408685213579,0.760009411572746,1.11752631516684,0.00226447735997726,0.66005927108947,-1.29145169397538,1.29598064869534,"none",0.0800046903906193,0.00905874433573614,0.0640817132248251,0.09988419725987
"composite_pella_0.55p_random_cprey.Rdata","composite","random","composite","birds","AFPENWCAPE",0.210260632573543,0.152709860431284,0.0506440922845095,0.872945522685355,0.648516671860391,0.13709173779449,0.42852876962758,0.981436728382051,-0.00880655939801376,0.081458267291226,-0.168464763288817,0.150851644492789,"none",0.117382174390763,0.0190456548065924,0.0854061771537677,0.161329956730134
"composite_pella_0.55p_random_cprey.Rdata","composite","random","composite","fish","ALBANATL",0.122008874066358,0.00419198746472384,0.114063121759124,0.130508135507431,1.13507700690216,0.0257258569105923,1.08575787096366,1.18663640030024,-0.0153103315396043,0.0207494370538548,-0.0559792281651597,0.0253585650859511,"none",0.0060169170663828,0.000548667205210422,0.00503215161780632,0.00719439590325993
"composite_pella_0.55p_random_cprey.Rdata","composite","random","composite","fish","ALBANPAC",0.276550854353375,0.0506244046643339,0.19317648009759,0.395909351930135,1.05372228971513,0.0586789064787756,0.944765911135608,1.17524420679815,0.0347390762092945,0.0628544376257679,-0.0884556215372106,0.1579337739558,"none",0.0224366293500347,0.00370191746263239,0.0162372161769114,0.0310029952860179
"composite_pella_0.55p_random_cprey.Rdata","composite","random","composite","birds","APUFFHERNYKEN",0.213386424919165,0.0825456971216178,0.0999734671234697,0.455458509641835,0.51795169404623,0.0640019438753798,0.406543071468461,0.659890614778738,-0.0314084460269237,0.0809176981289934,-0.190007134359751,0.127190242305903,"none",0.0555841532042801,0.00840497201920766,0.0413272998418225,0.0747592535506097
"composite_pella_0.55p_random_cprey.Rdata","composite","random","composite","birds","ARCTERFOULA",0.1666897737337,0.151068008444789,0.0282140741170041,0.984809232164254,0.208674996272263,0.179584089879496,0.0386295350226572,1.12725286606966,-0.00195329331982154,0.082651956738168,-0.163951128526631,0.160044541886988,"none",0.123566691275504,0.0168299452528037,0.0946159865303358,0.161375764843716
"composite_pella_0.55p_random_cprey.Rdata","composite","random","composite","fish","ARFLOUNDPCOAST",0.073540375843414,0.0608303779144765,0.0145353233533537,0.372072003334055,2.56288949553423,3.32678080341357,0.201279746426877,32.6332017151362,0.0750316075380564,0.0860121316214961,-0.0935521704400759,0.243615385516189,"none",0.039620839566293,0.00446053552919024,0.0317755578235121,0.0494030958215423
"composite_pella_0.55p_random_cprey.Rdata","composite","random","composite","fish","BLACKROCKCAL",0.132530281257361,0.0387846588927204,0.0746807235052459,0.235191554470163,2.67454342587179,1.41527890381684,0.948012354997736,7.54545286162554,-0.0602293696192826,0.0657364770745116,-0.189072864685325,0.0686141254467601,"none",0.0396481651257001,0.00458806435343237,0.0316024460401088,0.0497422571607173
"composite_pella_0.55p_random_cprey.Rdata","composite","random","composite","fish","BLUEFISHATLC",0.218991868106334,0.0351853146615855,0.159831857310109,0.30004930871606,1.55952178840523,0.337253379319443,1.0207326885074,2.3827082603449,-0.0200520605746006,0.0589292243234122,-0.135553340248489,0.0954492190992873,"none",0.0310306568501879,0.0044159461498732,0.0234776693341278,0.0410135116416522
"composite_pella_0.55p_random_cprey.Rdata","composite","random","composite","birds","BRACORFIF",0.22928586112269,0.280047358158064,0.0209271211347189,2.51214707328064,0.991100809317639,0.546952771110756,0.336017413299972,2.92330330319271,-0.00714567504502757,0.0850828592992829,-0.173908079271622,0.159616729181567,"none",0.201695711220903,0.0356719794192348,0.142610030225119,0.285261561621496
"composite_pella_0.55p_random_cprey.Rdata","composite","random","composite","birds","BRACORFIS",0.53662959508705,0.178907718259687,0.279181148661972,1.03148555589605,0.523355464395166,0.0737423242648516,0.39706148094454,0.689819978157331,-0.0236488880721747,0.0840482694344684,-0.188383496163733,0.141085720019383,"none",0.204366486135501,0.0225798022934488,0.164574066954842,0.253780327776868
"composite_pella_0.55p_random_cprey.Rdata","composite","random","composite","birds","CGANNETWCAPE",0.935021509989401,0.627741346112765,0.250809280992393,3.4857770042783,0.762803271185696,0.0927313888060824,0.60108097260344,0.968037347799202,-0.00947645341213841,0.0832723595149915,-0.172690278061522,0.153737371237245,"none",0.288744352897796,0.0510522955402414,0.20417921911408,0.408333921993228
"composite_pella_0.55p_random_cprey.Rdata","composite","random","composite","fish","CHTRACCH",0.23511385953538,0.0317269596372446,0.180473094926352,0.306297883173004,1.17941320851243,0.12070315351521,0.965052572954409,1.44138832991774,-0.0706148964080673,0.0773054006106996,-0.222133481605038,0.0809036887889038,"none",0.0286291996653042,0.00465067926635748,0.0208225045881624,0.0393627514886858
"composite_pella_0.55p_random_cprey.Rdata","composite","random","composite","fish","CMACKPCOAST",0.120330915876035,0.0425378595771291,0.0601818753287711,0.240596180103468,0.340200117510264,0.0817661019723947,0.212396277901291,0.544906535545715,-0.016552712630074,0.0821476527591147,-0.177562112037939,0.144456686777791,"none",0.035802040534926,0.00496547094923804,0.0272803806065242,0.0469856386885577
