"outfile","dataset","framework","covariate","type","stockid","r","r_se","r_lo","r_hi","k","k_se","k_lo","k_hi","betaT","betaT_se","betaT_lo","betaT_hi","betaT_inf","sigmaP","sigmaP_se","sigmaP_lo","sigmaP_hi"
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","fish","PACBTUNA",0.254993637175349,0.0297096364486043,0.20293312131565,0.320409771349134,1.76321725045222,0.26406529992602,1.31469405701607,2.36475935652176,-0.185670989245284,0.0737742197372993,-0.330268459930391,-0.0410735185601778,"negative",0.0438195562513015,0.00400015856974357,0.0366406238089055,0.0524050441956254
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","birds","PERBOOPERU",0.677776540304209,0.161216295088925,0.425221829761884,1.08033267916651,0.574430841855153,0.0434909020794636,0.495211812465396,0.666322538696463,-0.157304919234057,0.271991083771404,-0.690407443426008,0.375797604957894,"none",0.176395732994892,0.0171330624527891,0.145817813294683,0.213385826571984
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","birds","PERPELPERU",0.488789019675191,0.161398194563767,0.255887706586604,0.933670120155519,0.355667750170375,0.0670611468895793,0.245780546365164,0.514684951197529,0.147428391460122,0.329134921999289,-0.497676055658484,0.792532838578729,"none",0.18308144768949,0.0177824362525919,0.151344569982765,0.221473532165022
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","mammals","PHSEALJFUCA",0.56250164127684,0.205038151594578,0.275324964274627,1.14921688003393,0.855853085314474,0.0470819199011844,0.768373413517728,0.953292358579771,-0.628933796606248,0.307430711592353,-1.23149799132726,-0.0263696018852371,"negative",0.138155662600985,0.0244226933302331,0.0976997335705689,0.195363758028374
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","mammals","PHSEALOR",0.570358234962253,0.175845951414372,0.311681288909755,1.04372167263287,0.867042612388518,0.029974510832789,0.810238791453635,0.927828807540528,-0.362994768576471,0.388886492701631,-1.12521229427167,0.399222757118725,"none",0.0754742426992392,0.0129437215230631,0.0539282428578161,0.10562853542331
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","mammals","PHSEALSJI",0.352123599236274,0.139916507801697,0.161608243921806,0.767232080060848,0.831386695361682,0.0415047820789206,0.753890556859088,0.916849045177275,-0.622956880869459,0.351069647764064,-1.31105339048702,0.0651396287481066,"none",0.0797772093793487,0.0141027467331617,0.056416160978334,0.112811701930598
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","mammals","PHSEALWA",0.421009352003504,0.197437914549295,0.167919899102321,1.05555610396362,0.758064440874572,0.0497061805328956,0.666640864904582,0.862025907458777,0.541473294585186,0.517699919186407,-0.473218547020171,1.55616513619054,"none",0.105885820292908,0.0176476308329466,0.0763780070371139,0.146793656630159
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","fish","POLL5YZ",0.142050973904847,0.0347324252536605,0.0879662034453886,0.229388997103219,0.95736518761498,0.0969012398272159,0.78509159947642,1.16744097512738,0.0196666531496036,0.202296874220126,-0.376835220321843,0.41616852662105,"none",0.0338192066726495,0.00416285518545814,0.0265696515149593,0.0430468099787998
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","fish","POLLNS-VI-IIIa",0.323043792525413,0.144861672898941,0.134138155770792,0.777983648944167,3.32862923985819,3.15577143882277,0.519101735455375,21.3441255531911,0.016295503143368,0.0646470850065359,-0.110412783469442,0.143003789756178,"none",0.0890172425578909,0.0111271516111063,0.0696742054212513,0.11373031704777
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","fish","SHAKE4VWX",0.514033467026623,0.112988194961038,0.334108736772153,0.790851528685416,1.0383131677513,0.0710254618076386,0.908031965940367,1.18728665373499,-0.496628302871783,0.232778166959416,-0.952873510112237,-0.040383095631328,"negative",0.0978489660232217,0.0150984182149275,0.0723120413059346,0.132404230041115
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","fish","SSTHORNHPCOAST",0.0471161373589964,0.0148991101568056,0.0253511091134836,0.0875673876710622,0.93288445375191,0.00906628382061386,0.915282711811947,0.950824693639362,0.0764016011461349,0.242891195935576,-0.399665142887593,0.552468345179863,"none",0.00149704498666573,0.000236703516984507,0.001098109482326,0.00204091097306056
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","fish","STMARLINNEPAC",0.496714531455959,0.117154691716523,0.312852379055112,0.78863177101188,2.0015205824273,0.625165282108836,1.08514178304636,3.69176148635036,0.260583705144431,0.0789140447009512,0.105912177530566,0.415255232758295,"positive",0.0798628013094224,0.01458088106766,0.0558385724884895,0.11422331819645
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","fish","WHAKE4T",0.0274870730880019,0.0209227649672067,0.00618292830743901,0.122197630212876,5.41140100056606,2.93985390738252,1.86581521248463,15.6946200207747,0.42453503678769,0.34068241565401,-0.243202497894169,1.09227257146955,"none",0.0706542046149,0.0087008015080725,0.0555026594931827,0.0899419356720612
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","fish","WHAKEGBGOM",0.357456256821302,0.0297519921103788,0.303650454206528,0.420796260208425,1.51929100368502,0.11648895033213,1.30730040059099,1.76565780354289,0.0109105914647074,0.0401425361878236,-0.0677687794634268,0.0895899623928416,"none",0.0304289891674387,0.00344540341233916,0.0243728429921965,0.0379899621085876
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","fish","WHITNS-VIId",0.301192499541228,0.16575341958001,0.102423361270998,0.885705376724247,0.922294930835333,0.184603920600834,0.623006560333372,1.36535952203999,0.191216318935731,0.275516248848782,-0.348795528807882,0.731228166679344,"none",0.127220465155068,0.0179916847261485,0.0964221321340721,0.167856138378761
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","fish","WMARLINATL",0.0915857267085975,0.00629092663979837,0.0800494934821717,0.104784489843275,1.1256305723238,0.0450409587404823,1.04072333662216,1.21746495035116,0.0974093298360379,0.047801190556543,0.00371899634521354,0.191099663326862,"positive",0.00951790303671613,0.000907496144862999,0.00789552347464536,0.011473650671452
"composite_pella_0.55p_fixed_cprey.Rdata","composite","fixed","composite","fish","YTROCKNPCOAST",0.249386629296235,0.0859548634285099,0.126907802280482,0.490069875564326,0.931399433614304,0.0845598635041007,0.779571026169422,1.1127977770027,-0.159650923691257,0.294342135575638,-0.736561509419507,0.417259662036993,"none",0.079690047686339,0.00902311807680927,0.0638296924564743,0.0994913723668872
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","birds","AFPENWCAPE",0.197181301323283,0.162598594233335,0.0391687352534424,0.992640312227752,0.682552218944575,0.200253138594466,0.384059349302838,1.21303525726387,0.139280943958675,0.487359712728386,-0.815944092988962,1.09450598090631,"none",0.116917747110186,0.0189665567694476,0.0850736023649188,0.160681565248472
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","ALBANATL",0.122070936152256,0.00416134335237073,0.114181216018603,0.130505821996678,1.13515391189762,0.0255395963956454,1.08618396778356,1.18633163618304,-0.0154629151143641,0.0212453406685838,-0.0571037828247884,0.0261779525960602,"none",0.00597081780658687,0.000540572264426718,0.00499997994263345,0.00713016165834416
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","ALBANPAC",0.274012798703612,0.0505764147424728,0.190834053794655,0.393446622132644,1.05497374387259,0.0599544869543613,0.943771183940317,1.17927906594246,0.0749345066396888,0.0672885766938484,-0.0569511036802539,0.206820116959632,"none",0.0219477683069702,0.00356039697867587,0.0159699939477424,0.0301631005767877
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","birds","APUFFHERNYKEN",0.237467525402766,0.085787176703754,0.116975451650478,0.482074014891682,0.527346510317279,0.0561304442903891,0.428048552778616,0.649679435051473,-0.183527414699154,0.220106506697847,-0.614936167826934,0.247881338428626,"none",0.0548244388496025,0.00826509238160437,0.0407988967154936,0.0736715778402989
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","birds","ARCTERFOULA",0.0597713930977844,0.0411850866783094,0.0154870163158172,0.230684811069843,0.253321468561925,0.0750952421921866,0.141688652878165,0.452906885137445,1.54780339057702,0.654298848232083,0.265377648042141,2.83022913311191,"positive",0.115062120600124,0.0156579661247283,0.0881244512463705,0.150234031642187
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","ARFLOUNDPCOAST",0.107622954414058,0.0640247558829715,0.0335364363532862,0.345376598598419,1.58796086543118,0.772112731877499,0.612284487873274,4.11837921764047,0.264911325433554,0.120335508408793,0.0290537289523205,0.500768921914788,"positive",0.0381738111107488,0.00416510287311085,0.0308240813449385,0.0472760189804786
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","BLACKROCKCAL",0.12661232805094,0.0391798092497344,0.0690350052464261,0.232210913249822,2.92048312933507,1.78400921745225,0.882021820262716,9.67008016444566,-0.127561689803796,0.104645786513208,-0.332667431369684,0.0775440517620918,"none",0.0391888620279361,0.004495269272466,0.0312983452967463,0.0490686294270091
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","BLUEFISHATLC",0.216971318235119,0.0376684344703834,0.154391127891922,0.30491747537229,1.5768233186691,0.362811644749272,1.00444525970784,2.47536812411444,-0.03252372831182,0.0872964197529186,-0.20362471102754,0.1385772544039,"none",0.030678243489055,0.00433855735503773,0.0232514607121837,0.0404772257202997
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","birds","BRACORFIF",0.01960214734943,0.0473970457905053,0.000171435831721883,2.24132946333016,5.05428591032858,1.14827803296655,3.23796869880266,7.88945429669914,1.32075523174913,1.00221442139636,-0.643585034187742,3.285095497686,"none",0.166855708665831,0.02950025900608,0.117989946938078,0.23595931888153
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","birds","BRACORFIS",0.29324785437491,0.13059379610257,0.122505976163804,0.70196007401716,0.382430289085333,0.0787819386710509,0.25538691980988,0.572671952497675,-1.38200477229478,0.640231519714527,-2.63685855093525,-0.127150993654309,"negative",0.196265958307808,0.0216739420678266,0.158067941582745,0.243694742936331
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","birds","CGANNETWCAPE",0.217413751195766,0.165175589899438,0.0490447360262974,0.963788227622823,0.373971802180235,0.129799430650179,0.189406746183664,0.738383989186523,1.21218581016155,0.283806381554113,0.655925302315494,1.76844631800762,"positive",0.237370963453154,0.0419616404916274,0.167861956941314,0.335662560578733
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","CHTRACCH",0.233652253393032,0.0298776082704096,0.181854072169749,0.30020430592658,1.20477989849729,0.115828808920809,0.997862715406015,1.45460350548577,-0.187120868519089,0.113652024329932,-0.409878836205755,0.035637099167578,"none",0.0276202382546056,0.00436714166434773,0.0202599426215277,0.0376544778774725
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","CMACKPCOAST",0.113070949976582,0.0425768926536978,0.0540536482374161,0.236525010716239,0.317799860851125,0.0940611402201948,0.177915515070486,0.567666914922972,-0.324542685486613,1.23580515389134,-2.74672078711363,2.09763541614041,"none",0.0356985879338958,0.0049505017828073,0.0272024795420551,0.0468482727283696
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","COD3M",0.533002785181181,0.15589420666646,0.300443627975956,0.945574951696537,1.46590873860571,0.448561168419021,0.804708308199462,2.67039423853933,-0.342428924717548,0.327166879029148,-0.983676007614678,0.298818158179583,"none",0.110717930933896,0.0163244628768394,0.0829302312192852,0.147816544703329
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","COD3NO",0.409360958630468,0.239793209605598,0.129862901780672,1.29041005670641,0.840139835134717,0.0646108882779728,0.72258474104768,0.97681960673124,-1.74810701641255,0.745051178615603,-3.20840732649913,-0.287806706325971,"negative",0.157027076895757,0.0213686714435247,0.120264817909541,0.205026734393532
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","COD3Pn4RS",0.176525793438686,0.0280742997069313,0.129250531926008,0.24109266928972,5.0435172109184,1.26990736325578,3.07897033412251,8.26154951053774,0.102681465985373,0.0635088829636466,-0.0217959446233748,0.22715887659412,"none",0.0867339181754688,0.00957842453975265,0.0698530135151748,0.107694316730296
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","COD3Ps",1.17718165498201,0.338378125531654,0.670136214337897,2.06787309680812,0.750996256684622,0.0786261235014344,0.611672481687937,0.922054521723692,-0.0552466534595527,0.262337005403847,-0.569427184051093,0.458933877131988,"none",0.311139133536489,0.0423406590073485,0.2382970630227,0.406247392182988
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","COD4TVn",0.161870603403006,0.0247679332610145,0.119928569653115,0.218480820056813,5.18288420270368,1.27636674609172,3.19849655328345,8.39841100690248,0.211521913036149,0.0831933254681773,0.0484629951185219,0.374580830953777,"positive",0.0900687364357925,0.0100743355179573,0.0723375899626956,0.112146081827219
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","birds","COMGUIFIUU",0.249032748444872,0.19919414866086,0.0519268842164285,1.19431987368089,0.890512689273694,0.0672013828756377,0.768075856113948,1.0324668370253,0.840336294882485,0.591672204087844,-0.319341225129688,2.00001381489466,"none",0.100846130937039,0.018411894113154,0.0705097229277733,0.144234606273917
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","mammals","GSEALSABLEISL",0.109998148795238,0.0515604844354573,0.043892084170044,0.275666853537962,2.42615314454926,2.32374370353401,0.371220059563943,15.8564143535793,-0.280360144926614,0.263986212797432,-0.797773122009582,0.237052832156353,"none",0.0395927122274585,0.00626015538243244,0.0290419680874545,0.0539764680136641
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","birds","GUACORPERU",0.323535677719497,0.0561072055767381,0.230305876867071,0.454505704245798,0.134651602113847,0.0177513618204768,0.103990589333742,0.174352833924586,-1.07657528123569,0.118075661401993,-1.3080035775836,-0.845146984887786,"negative",0.0719278673196872,0.00698624973496333,0.0594592859443514,0.0870111037324022
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","HAKENRTN",0.611845903653265,0.0497103415629191,0.521775442557438,0.717464601213138,2.06420979332473,0.264901547539604,1.60515328663137,2.65455150380056,0.00427594385957077,0.0543680297356063,-0.102285394422217,0.110837282141359,"none",0.0531237979120056,0.00644220461808714,0.0418855193158655,0.0673774123059908
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","HAKESOTH",0.637300112585674,0.0625794058431647,0.52572556453326,0.772554086964164,1.82732232072775,0.266398124782666,1.37315498567758,2.43170428586559,0.0923106775071985,0.054341091076358,-0.0141978610024632,0.19881921601686,"none",0.0672565044413949,0.00827870065023262,0.0528392609092437,0.0856075068393708
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","HMACKIIa-IVa-Vb-VIa-VII-VIII",0.116702899549155,0.0457191469289921,0.0541516359233951,0.251507946730304,1.09272757642402,0.227556706607872,0.726522206709165,1.64351969595817,-0.10765404332878,0.282178242389772,-0.660723398412733,0.445415311755172,"none",0.050727311603222,0.00654886558495108,0.0393867564207927,0.0653331316496002
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","MACKNEICES",0.243320656300031,0.0689567676962955,0.139619185666344,0.424045889536726,1.79298857375436,0.56351618920639,0.968388252818577,3.31975115998849,-0.114169071862037,0.110438689910958,-0.330628904087514,0.102290760363439,"none",0.0539267064311792,0.00696190554355373,0.041870897227693,0.0694537222524861
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","fish","MONKSGBMATL",0.484777545128774,0.0360922500503541,0.418955975672198,0.560940246487755,1.03997921668413,0.018835907093619,1.00370843859614,1.07756070343264,-0.0769934568279888,0.0500682529138769,-0.175127232539188,0.02114031888321,"none",0.0178927349463766,0.00248127506951471,0.0136343419863741,0.0234811451980035
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","mammals","NFURSTGEORGE",0.0201820377941591,0.0315630258113983,0.000941309085696384,0.432710844624997,0.903728389982739,0.0909597671088289,0.741930769300169,1.10081025973781,-1.85974792502164,0.93804448157011,-3.69831510889905,-0.0211807411442249,"negative",0.075345049654861,0.00853114409235846,0.0603494600293943,0.0940667324070248
"composite_pella_0.55p_fixed_prey1.Rdata","composite","fixed","primary","mammals","NFURSTPAUL",0.0474454282715476,0.0584093656031535,0.0042488703036132,0.529804042725493,0.590602580624354,0.199671048264965,0.304449770016766,1.14571086133826,0.726163698406546,0.783149695883455,-0.808809705525026,2.26113710233812,"none",0.0754036818567303,0.00832694088345414,0.0607283345599899,0.0936254102594304
