"stockid","stocklong","region","area","location","reference","type","class","order","family","species","comm_name","n_units","nprey","prey1","prey1_prop","prey_prop","r","r_se","r_lo","r_hi","k","k_se","k_lo","k_hi","betaT","betaT_se","betaT_lo","betaT_hi","betaT_inf","sigmaP","sigmaP_se","sigmaP_lo","sigmaP_hi"
"AFPENWCAPE","African penguin W Cape (pairs)","Benguela Current","Benguela Current","W Cape","Crawford et al 2008","birds","Aves","Sphenisciformes","Spheniscidae","Spheniscus demersus","African penguin","pairs",1,"Sardine/anchovy",999,999,0.213570155878272,0.153903013347766,0.0520158964875872,0.876889846409818,0.644280445411372,0.134524909809335,0.427899640316504,0.970080956442126,-0.0270705436520004,0.0672453311327026,-0.158871392672098,0.104730305368097,"none",0.11740181676691,0.0190479274946205,0.0854217727135213,0.161354490106353
"ALBANATL","Albacore tuna North Atlantic","Atlantic Ocean","Atlantic Ocean","Northern Atlantic","RAM","fish","Actinopterygii","Perciformes","Scombridae","Thunnus alalunga","Albacore tuna","MT",1,"Northern shortfin squid",0.5195,0.5195,0.122011182059876,0.00418913340850728,0.114070654522767,0.130504454541172,1.13510506021062,0.0257022136693075,1.08583022559876,1.18661598041743,-0.0169598446958819,0.0205170479632234,-0.0571732587037997,0.0232535693120359,"none",0.00601586581219084,0.000548396103779295,0.00503155968287013,0.00719272824955193
"ALBANPAC","Albacore tuna North Pacific","Pacific Ocean","Pacific Ocean","North Pacific Ocean","RAM","fish","Actinopterygii","Perciformes","Scombridae","Thunnus alalunga","Albacore tuna","MT",5,"Northern anchovy",0.3575,0.593333333333333,0.275490864578585,0.0514733406836505,0.191013404057963,0.397329270375319,1.05404034822762,0.0604338032681431,0.942003194534513,1.17940264124135,0.012661624723341,0.0585240829426488,-0.102045577844251,0.127368827290933,"none",0.0226359315059772,0.00374238288968241,0.0163706989895094,0.0312989320414256
"APUFFHERNYKEN","Atlantic puffin Hernyken (apparently occupied burrows)","Norwegian Sea","Norwegian Sea","Hernyken","Anker-Nilssen and Aarvak 2006","birds","Aves","Charadriiformes","Alcidae","Fratercula arctica","Atlantic puffin","apparently occupied burrows",1,"Herring",999,999,0.216212779905274,0.0823162407453649,0.102519644425778,0.455990327085174,0.518809658039601,0.0629805337708528,0.408954640328232,0.658174366377488,-0.0416350965057784,0.0672285139463282,-0.173402983840582,0.0901327908290249,"none",0.0554591588551803,0.00837589527889535,0.0412491975774099,0.0745643183761842
"ARCTERFOULA","Arctic tern Foula (occupied territory)","Europe","Shetland Islands","Foula","JNCC Data","birds","Aves","Ciconiiformes","Laridae","Sterna paradisaea","Arctic tern","occupied territory",1,"Lesser sand-eel",1,1,0.167593528520621,0.152830191013065,0.0280558804140353,1.00113025816652,0.206584633413271,0.179844784273192,0.0375025209499297,1.13798245241899,-0.0228317093054546,0.0677570923259086,-0.155635610264235,0.109972191653326,"none",0.123693393103064,0.0168422828596083,0.0947203862987944,0.161528643359679
"ARFLOUNDPCOAST","Arrowtooth flounder Pacific Coast","USA/Canada West","US West Coast","Pacific Coast","RAM","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes stomias","Arrowtooth flounder","MT",1,"Pacific hake",0.5989,0.5989,0.0690545500837942,0.0608512978475463,0.0122770616674945,0.388409785372397,2.84247398342493,4.42709710690716,0.134258731642099,60.1797607323298,0.037369536574091,0.0752280910596617,-0.110077521902846,0.184816595051028,"none",0.0401177911126273,0.00452310255160599,0.0321637042737617,0.0500389243122515
"BLACKROCKCAL","Black rockfish California","USA/Canada West","US West Coast","California","RAM","fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes melanops","Black rockfish","MT",1,"Northern anchovy",0.419,0.419,0.132764514739376,0.0386364735170497,0.0750524701630864,0.234854580211423,2.67003611750318,1.40241774286025,0.953720857149071,7.47503089120041,-0.0608689946252726,0.0582261324426879,-0.174992214212941,0.0532542249623957,"none",0.0396032419555017,0.00457240427270648,0.031582987012513,0.0496601785247423
"BLKVEDOY","Black-legged kittiwake Vedoy (occupied nests)","Norwegian Sea","Norwegian Sea","Vedoy","Anker-Nilssen and Aarvak 2006","birds","Aves","Ciconiiformes","Laridae","Rissa tridactyla","Black-legged kittiwake","occupied nests",1,"Herring",999,999,0.139878952021252,0.0921972836517214,0.0384323077605447,0.509106071393678,0.543086079446926,0.119847954171641,0.352389130797462,0.836979531751088,-0.0380047647258679,0.0691208288626149,-0.173481589296593,0.0974720598448574,"none",0.0580507712777455,0.00875811652401259,0.0431901693157739,0.0780245157480864
"BLUEFISHATLC","Bluefish Atlantic Coast","USA/Canada East","US East Coast","Atlantic Coast","RAM","fish","Actinopterygii","Perciformes","Pomatomidae","Pomatomus saltatrix","Bluefish","MT",5,"Atlantic menhaden",0.125,0.382434210526316,0.207985439981626,0.0329354036798548,0.152489159541613,0.283678809525775,1.60714363894403,0.362880397433189,1.03242032586043,2.50180145770148,-0.0467334053407775,0.0512499502528811,-0.147183307836425,0.0537164971548694,"none",0.0301365819508166,0.00397833683541519,0.0232661554405135,0.0390358249776327
"BRACORFIF","Brandt cormorant Gulf of Farallon Islands [nests (total)]","NE Pacific","California","Gulf of Farallon Islands","Capitolo et al. 2014","birds","Aves","Ciconiiformes","Phalacrocoracidae","Phalacrocorax penicillatus","Brandt cormorant","nests (total)",5,"Northern anchovy",0.199925925925926,0.289092592592593,0.235237136047459,0.281057965764503,0.0226195398312468,2.44640300327279,0.962361880223255,0.488943670752081,0.355519657704831,2.60503285383945,-0.0269003646879252,0.069133867129479,-0.162402744261704,0.108602014885854,"none",0.201936997110997,0.0357052944489681,0.142793603099317,0.285576874013356
