region,area,location,comm_name,sci_name,reference,year,n,n_units,catch,catch_units,Date,NB Notes
North Sea,Republic Ireland,Crobally to Paulsworth,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,2008,1,Occupied sites,,,,
North Sea,Republic Ireland,Helvick Head 1,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,42,Occupied sites,,,,
North Sea,Republic Ireland,Mine Head East,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,17,Occupied sites,,,,did not include estimated hidden
North Sea,Republic Ireland,Mine Head East,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,2008,14,Occupied sites,,,,
North Sea,Republic Ireland,Seaview to Ballycurreen 1,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,55,Occupied sites,,,,
North Sea,Republic Ireland,Seaview to Ballycurreen 2,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,29,Occupied sites,,,,
North Sea,Republic Ireland,Dunmore East to Red Head,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,7,Occupied sites,,,7-Jun,summed two rows
North Sea,Republic Ireland,Dunmore East to Red Head,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,14,Occupied sites,,,19-Jun,
North Sea,Republic Ireland,East of Black Rock,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,1,Occupied sites,,,,
North Sea,Republic Ireland,Garrarus East,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1986,19,Occupied sites,,,,
North Sea,Republic Ireland,Garrarus East,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,8,Occupied sites,,,,
North Sea,Republic Ireland,Garrarus Gull Island,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1986,0,Occupied sites,,,,
North Sea,Republic Ireland,Garrarus Gull Island,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,1,Occupied sites,,,,
North Sea,Republic Ireland,Kilfarassy Stack,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1986,24,Occupied sites,,,,
North Sea,Republic Ireland,Kilfarassy Stack,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,14,Occupied sites,,,,
North Sea,Republic Ireland,Sheep Island,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1986,0,Occupied sites,,,,
North Sea,Republic Ireland,Sheep Island,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,5,Occupied sites,,,,
North Sea,Republic Ireland,Kilmurrin to Bunmahon 1,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,0,Not applicable,,,,
North Sea,Republic Ireland,Kilmurrin to Bunmahon 2,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,2,Occupied sites,,,,
North Sea,Republic Ireland,Kilmurrin to Bunmahon 3,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,13,Occupied sites,,,,
North Sea,Republic Ireland,Ballymacaw West,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,1,Occupied sites,,,,
North Sea,Republic Ireland,Ballymacaw West,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,2008,2,Occupied sites,,,,
North Sea,Republic Ireland,Benlea,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,4,Occupied sites,,,,
North Sea,Republic Ireland,Benlea,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,2008,5,Occupied sites,,,,
North Sea,Republic Ireland,Portally,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,0,Not applicable,,,,
North Sea,Republic Ireland,Portally to Rathmoylan 1,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,2,Occupied sites,,,,
North Sea,Republic Ireland,Portally to Rathmoylan 2,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,16,Occupied sites,,,,
North Sea,Republic Ireland,Portally to Rathmoylan 2,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,2008,18,Occupied sites,,,,
North Sea,Republic Ireland,Rathmoylan to Bally Macaw,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1987,0,Occupied sites,,,,
North Sea,Republic Ireland,Rathmoylan to Bally Macaw,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,1,Occupied sites,,,,
North Sea,Republic Ireland,Rathmoylan to Bally Macaw,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,2008,2,Occupied sites,,,,
North Sea,Republic Ireland,Ballyvoile Head 1,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,6,Occupied territory,,,,
North Sea,Republic Ireland,Ballyvoile Head 2,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,18,Occupied territory,,,,
North Sea,Republic Ireland,East of Island 1,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,1,Occupied territory,,,,
North Sea,Republic Ireland,Island,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,7,Occupied territory,,,,
North Sea,Republic Ireland,Stradbally West,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,16,Occupied territory,,,,
North Sea,Republic Ireland,Cove Cross North,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,3,Occupied sites,,,,
North Sea,Republic Ireland,Cove Cross to Newtown Cove 1,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,2,Occupied sites,,,,
North Sea,Republic Ireland,Cove Cross to Newtown Cove 2,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,3,Occupied sites,,,,
North Sea,Republic Ireland,Great Newtown Head East,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1986,28,Occupied sites,,,,
North Sea,Republic Ireland,Great Newtown Head East,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,14,Occupied sites,,,,
North Sea,Republic Ireland,Great Newtown Head South,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,8,Occupied sites,,,,
North Sea,Republic Ireland,Illaunglass,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1986,7,Occupied sites,,,,
North Sea,Republic Ireland,Illaunglass,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,13,Occupied sites,,,,
North Sea,Republic Ireland,Blackball Head,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,4,Occupied sites,,,,
North Sea,Republic Ireland,East Point,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,6,Occupied sites,,,,
North Sea,Republic Ireland,Great Saltee Island,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1985,325,Occ. nests/sites,,,,
North Sea,Republic Ireland,Great Saltee Island,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1998,315,Occupied sites,,,,
North Sea,Republic Ireland,Great Saltee Island,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,2013,225,Occupied sites,,,,
North Sea,Republic Ireland,Little Saltee,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1988,233,Occupied sites,,,,
North Sea,Republic Ireland,Little Saltee,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1993,259,Occupied sites,,,,
North Sea,Republic Ireland,Little Saltee,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1997,292,Occupied sites,,,,
North Sea,Republic Ireland,Little Saltee,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,2000,205,Occupied nests,,,,
North Sea,Republic Ireland,Little Saltee,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,2006,186,Occupied sites,,,,
North Sea,Republic Ireland,Little Saltee,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,2007,214,Occupied sites,,,,
North Sea,Republic Ireland,Bray Head,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1986,65,Occ. nests/sites,,,,
North Sea,Republic Ireland,Bray Head,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1996,60,Occupied sites,,,,
North Sea,Republic Ireland,Bray Head,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,55,Occupied sites,,,,
North Sea,Republic Ireland,Bray Head,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,2004,82,Occupied sites,,,,
North Sea,Republic Ireland,Bray Head,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,2009,84,Occupied sites,,,,
North Sea,Republic Ireland,Bray Head,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,2010,46,Occupied sites,,,,
North Sea,Republic Ireland,Wicklow Head,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1986,60,Occ. nests/sites,,,,
North Sea,Republic Ireland,Wicklow Head,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1994,126,Occupied sites,,,,
North Sea,Republic Ireland,Wicklow Head,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,62,Occupied sites,,,,
North Sea,Republic Ireland,Wicklow Head,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,2009,21,Occupied sites,,,,
North Sea,Republic Ireland,Wicklow Head,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,2014,14,Occupied sites,,,,
North Sea,Republic Ireland,Arklow Head 1,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,23,Occupied sites,,,,
North Sea,Republic Ireland,Arklow Quarry,Fulmar,Fulmarus glacialis,JNCC Republic of  Ireland 11.15 NB,1999,20,Occupied sites,,,,
North Sea,Republic Ireland,The Bull,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1985,1511,Occ. nests/sites,,,,
North Sea,Republic Ireland,The Bull,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1994,1815,Occupied nests,,,,
North Sea,Republic Ireland,The Bull,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1999,1879,Occupied nests,,,,
North Sea,Republic Ireland,The Bull,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,2004,3694,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1986,0,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1987,0,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1988,0,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1989,18,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1990,27,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1991,39,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1992,47,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1994,45,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1995,70,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1996,106,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1997,113,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1998,141,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1999,147,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,2004,285,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,2005,313,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,2007,375,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,2010,360,Occupied nests,,,,
North Sea,Republic Ireland,Ireland's Eye,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,2011,504,Occupied nests,,,,
North Sea,Republic Ireland,Lambay,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,2004,0,Occupied nests,,,,
North Sea,Republic Ireland,Lambay,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,2007,83,Occupied sites,,,,
North Sea,Republic Ireland,Lambay,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,2009,187,Occupied sites,,,,
North Sea,Republic Ireland,Lambay,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,2010,138,Occupied nests,,,,
North Sea,Republic Ireland,Little Skellig - Whole Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1994,26436,Occupied nests,,,,
North Sea,Republic Ireland,Little Skellig - Whole Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1995,27241,Occupied nests,,,,
North Sea,Republic Ireland,Little Skellig - Whole Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1999,28799,Occupied nests,,,,
North Sea,Republic Ireland,Little Skellig - Whole Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,2004,29683,Occupied nests,,,,
North Sea,Republic Ireland,Clare Island 12,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1999,3,Occupied nests,,,,
North Sea,Republic Ireland,Clare Whole Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1995,3,Occupied nests,,,,
North Sea,Republic Ireland,Clare Whole Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1996,3,Occupied nests,,,,
North Sea,Republic Ireland,Clare Whole Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1997,2,Occupied nests,,,,
North Sea,Republic Ireland,Clare Whole Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1998,4,Occupied nests,,,,
North Sea,Republic Ireland,Clare Whole Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1999,3,Occupied nests,,,,
North Sea,Republic Ireland,Clare Whole Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,2000,3,Occupied nests,,,,
North Sea,Republic Ireland,Clare Whole Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,2004,3,Occupied nests,,,,
North Sea,Republic Ireland,Great Saltee Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1985,560,Occ. nests/sites,,,,
North Sea,Republic Ireland,Great Saltee Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1986,595,Occupied nests,,,,
North Sea,Republic Ireland,Great Saltee Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1987,710,Occupied nests,,,,
North Sea,Republic Ireland,Great Saltee Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1989,950,Occupied nests,,,,
North Sea,Republic Ireland,Great Saltee Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1990,1050,Occupied nests,,,,
North Sea,Republic Ireland,Great Saltee Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1993,1175,Occupied nests,,,,
North Sea,Republic Ireland,Great Saltee Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1994,1250,Occupied nests,,,,
North Sea,Republic Ireland,Great Saltee Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1996,1480,Occupied nests,,,,
North Sea,Republic Ireland,Great Saltee Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1997,1805,Occupied nests,,,,
North Sea,Republic Ireland,Great Saltee Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1998,1860,Occupied nests,,,,
North Sea,Republic Ireland,Great Saltee Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,1999,1930,Occupied nests,,,,
North Sea,Republic Ireland,Great Saltee Island,Northern Gannet,Morus bassanus,JNCC Republic of  Ireland 11.15 NB,2004,2446,Occupied nests,,,,
North Sea,Scotland,Shian Bay,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1987,10,Individuals on land,,,,
North Sea,Scotland,Coll - whole island,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1987,49,Occupied territory,,,,
North Sea,Scotland,Coll - whole island,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,15,Occupied territory,,,,
North Sea,Scotland,"Coll 19, Hyne and Friesland",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,7,Occupied territory,,,,
North Sea,Scotland,"Coll 19, Hyne and Friesland",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2006,6,Occupied nests,,,,
North Sea,Scotland,"Coll 20, Black Hill",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,5,Occupied territory,,,,
North Sea,Scotland,"Coll 20, Black Hill",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2006,4,Occupied nests,,,,
North Sea,Scotland,"Coll 21, North East Coll Lochs and Moors",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,3,Occupied territory,,,,
North Sea,Scotland,"Coll 21, North East Coll Lochs and Moors",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2006,6,Occupied nests,,,,
North Sea,Scotland,Jura (skuas),Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1987,42,Occupied territory,,,,
North Sea,Scotland,Jura (skuas),Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1987,27,Individuals on land,,,,
North Sea,Scotland,Jura (skuas),Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,6,Occupied territory,,,,
North Sea,Scotland,Jura Glen Leatt 1,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,1,Occupied territory,,,,
North Sea,Scotland,Jura Glen Leatt 2,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,1,Occupied territory,,,,
North Sea,Scotland,Jura Glen Leatt 3,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,1,Occupied territory,,,,
North Sea,Scotland,Jura Glen Leatt 4,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,1,Occupied territory,,,,
North Sea,Scotland,Jura Glen Leatt 5,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,1,Occupied territory,,,,
North Sea,Scotland,Jura Inverlussa 1,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,1,Occupied territory,,,,
North Sea,Scotland,Oronsay RSPB,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2012,1,Occupied territory,,,,
North Sea,Scotland,Stroma Island,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1986,2,Occupied territory,,,,
North Sea,Scotland,Stroma Island,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1992,2,Occupied territory,,,,
North Sea,Scotland,Stroma Island,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1996,1,Occupied territory,,,,
North Sea,Scotland,Stroma Island,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,1,Occupied nests,,,,
North Sea,Scotland,Achkeepster,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,0,Not applicable,,,,
North Sea,Scotland,Auckengill Lochs,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,3,Occupied territory,,,,
North Sea,Scotland,Backlass Estate,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,5,Occupied territory,,,,
North Sea,Scotland,Beil of Duncansby,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,14,Occupied territory,,,16-Jun,
North Sea,Scotland,Beil of Duncansby,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,14,Occupied territory,,,17-Jun,
North Sea,Scotland,Blar Nam Faoileag,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,3,Occupied territory,,,,
North Sea,Scotland,Broubster,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,0,Not applicable,,,,
North Sea,Scotland,Dorrery Estate,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1999-2000,1,Occupied territory,,,,
North Sea,Scotland,Dorrery Estate,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2009,1,Individuals on land,,,,
North Sea,Scotland,Dunnet Head 1,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,1,Occupied territory,,,,
North Sea,Scotland,Dunnet Head 2,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,1,Individuals on land,,,,
North Sea,Scotland,Dunnet Head 3,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,4,Individuals on land,,,,
North Sea,Scotland,Flows of Leanas,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,0,Not applicable,,,,
North Sea,Scotland,Golticlay,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,0,Not applicable,,,,
North Sea,Scotland,Killimster,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,1,Occupied territory,,,,
North Sea,Scotland,Loch a' Cheracher,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1999,1,Occupied territory,,,,
North Sea,Scotland,Loch a' Cheracher,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,4,Occupied territory,,,,
North Sea,Scotland,Loch Braigh na h-Aibhne,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,3,Occupied territory,,,,
North Sea,Scotland,Loch Calder,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,0,Not applicable,,,,
North Sea,Scotland,Loch Caluim,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,1,Occupied territory,,,,
North Sea,Scotland,Loch More,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,1,Occupied nests,,,,
North Sea,Scotland,Loch Olginey,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,0,Not applicable,,,,
North Sea,Scotland,Overcaig Hill,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,3,Individuals on land,,,,
North Sea,Scotland,Plant Life's Munsary Reserve,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,5,Occupied territory,,,,
North Sea,Scotland,Pool System NE of Loch a Chiteadh,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,2,Occupied territory,,,,
North Sea,Scotland,Rowens,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,0,Not applicable,,,,
North Sea,Scotland,Strathmore Estate and Blar nam Faoileag Reserve,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1999,7,Occupied territory,,,,
North Sea,Scotland,Strathmore Estate and Blar nam Faoileag Reserve,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2009,1,Occupied territory,,,,
North Sea,Scotland,Stroupster,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,0,Not applicable,,,,
North Sea,Scotland,Thulachan,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1999,1,Occupied territory,,,,
North Sea,Scotland,Caithness moorland skua survey,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1979,47,Occupied territory,,,,
North Sea,Scotland,Dunnet Head (skuas),Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,3,Occupied territory,,,,
North Sea,Scotland,Ailsa Craig,Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2016,1122,Individuals on land,,,,summed four rows
North Sea,Scotland,"North Hill RSPB, Papa Westray",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1982,96,Occupied territory,,,,
North Sea,Scotland,"North Hill RSPB, Papa Westray",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1987,125,Occupied territory,,,,
North Sea,Scotland,"North Hill RSPB, Papa Westray",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1992,151,Occupied territory,,,,
North Sea,Scotland,"North Hill RSPB, Papa Westray",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1993,126,Occupied territory,,,,
North Sea,Scotland,"North Hill RSPB, Papa Westray",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1994,149,Occupied territory,,,,
North Sea,Scotland,"North Hill RSPB, Papa Westray",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1995,135,Occupied nests,,,,
North Sea,Scotland,"North Hill RSPB, Papa Westray",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1996,139,Occupied territory,,,,
North Sea,Scotland,"North Hill RSPB, Papa Westray",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1997,117,Occupied nests,,,,
North Sea,Scotland,"North Hill RSPB, Papa Westray",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,1999,129,Occupied territory,,,,
North Sea,Scotland,"North Hill RSPB, Papa Westray",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2000,67,Occupied territory,,,,
North Sea,Scotland,"North Hill RSPB, Papa Westray",Arctic Skua,Stercorarius parasiticus,JNCC Scotland 11.15 NB,2001,52,Occupied territory,,,,
