region,area,location,comm_name,sci_name,reference,year,n,n_units,catch,catch_units,Date,NB Notes
North Sea,Scotland,Loch of Langamay,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,1,Individuals on land,,,,
North Sea,Scotland,Loch of Langamay,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,39,Occupied nests,,,,
North Sea,Scotland,Westayre Loch,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,6,Individuals on land,,,,
North Sea,Scotland,Westayre Loch,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,18,Occupied nests,,,,
North Sea,Scotland,Grunavi Head,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,3,Individuals on land,,,,
North Sea,Scotland,The Wheems,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,30,Individuals on land,,,,
North Sea,Scotland,The Wheems,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,0,Occupied nests,,,,
North Sea,Scotland,Start Point 1,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,2,Individuals on land,,,,
North Sea,Scotland,Start Point 1,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,0,Individuals on land,,,,
North Sea,Scotland,Start Point 2,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,26,Individuals on land,,,,
North Sea,Scotland,Start Point 2,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,2,Individuals on land,,,,
North Sea,Scotland,Start Point 5,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,58,Individuals on land,,,,
North Sea,Scotland,Start Point 5,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,0,Individuals on land,,,,
North Sea,Scotland,Start Point 6,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1987,71,Individuals on land,,,,
North Sea,Scotland,Start Point 6,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,0,Individuals on land,,,,
North Sea,Scotland,Start Point 8,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,4,Individuals on land,,,,
North Sea,Scotland,Start Point 8,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,7,Individuals on land,,,,
North Sea,Scotland,Backaskaill,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,2,Individuals on land,,,,
North Sea,Scotland,Hacks Ness,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,15,Individuals on land,,,,
North Sea,Scotland,Hacks Ness,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,12,Occupied sites,,,,
North Sea,Scotland,Quoy Ness,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,3,Individuals on land,,,,
North Sea,Scotland,Quoy Ness,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,0,Individuals on land,,,,
North Sea,Scotland,North Loch,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,15,Individuals on land,,,,
North Sea,Scotland,North Loch,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,0,Individuals on land,,,,
North Sea,Scotland,Tofts Ness 2,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,22,Individuals on land,,,,
North Sea,Scotland,Tofts Ness 2,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,21,Occupied nests,,,,
North Sea,Scotland,Tofts Ness 3,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,53,Individuals on land,,,,
North Sea,Scotland,Tofts Ness 3,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,22,Occupied nests,,,,
North Sea,Scotland,Tofts Ness 5,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,2,Individuals on land,,,,
North Sea,Scotland,Tofts Ness 5,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,0,Individuals on land,,,,
North Sea,Scotland,Lingavi,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2012,3,Occupied nests,,,,
North Sea,Scotland,Mor Stein,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,1,Individuals on land,,,,
North Sea,Scotland,Glims Moss,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2008,28,Occupied nests,,,,
North Sea,Scotland,Lower Skelday,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,85,Occupied nests,,,,
North Sea,Scotland,Lower Skelday,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2006,68,Occupied nests,,,,
North Sea,Scotland,Upper Skelday,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,45,Occupied nests,,,,
North Sea,Scotland,Upper Skelday,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2006,0,Occupied nests,,,,
North Sea,Scotland,Honeysgeo - Stews,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,15,Individuals on land,,,,
North Sea,Scotland,Quindry - Hoxa - Dam of Hoxa,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,14,Individuals on land,,,,
North Sea,Scotland,Sandwick - The Altar,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,30,Individuals on land,,,,
North Sea,Scotland,Windwick - Burwick,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,59,Individuals on land,,,,
North Sea,Scotland,South Cara 2,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,4,Individuals on land,,,,
North Sea,Scotland,Carlin Geo 1,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,140,Individuals on land,,,,
North Sea,Scotland,Cleat,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2012,50,Individuals on land,,,,
North Sea,Scotland,Geo of Gessan,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,17,Individuals on land,,,,
North Sea,Scotland,Lamb Head,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,190,Individuals on land,,,,
North Sea,Scotland,Lamb Head,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2005,100,Individuals on land,,,,
North Sea,Scotland,Odness,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,64,Individuals on land,,,,
North Sea,Scotland,Rothiesholm Head,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,34,Individuals on land,,,,
North Sea,Scotland,Rothiesholm Head,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2012,18,Individuals on land,,,,
North Sea,Scotland,Vat of Kirbister to Cliva,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,5,Occupied nests,,,,
North Sea,Scotland,Sule Skerry,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,16,Occupied territory,,,,
North Sea,Scotland,Sule Skerry,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1998,12,Occupied nests,,,,
North Sea,Scotland,Sule Skerry,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2011,22,Occupied territory,,,,
North Sea,Scotland,Switha (Whole Island),Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1987,110,Individuals on land,,,,
North Sea,Scotland,Switha (Whole Island),Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,45,Individuals on land,,,,
North Sea,Scotland,Switha (Whole Island),Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,58,Occupied nests,,,,
North Sea,Scotland,Wart Holm,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1987,24,Individuals on land,,,,
North Sea,Scotland,Dounby 2,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2002,6,Individuals on land,,,,
North Sea,Scotland,Mid Moss,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,40,Individuals on land,,,,
North Sea,Scotland,Mid Moss,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2012,70,Individuals on land,,,,
North Sea,Scotland,Netherbrough,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,16,Individuals on land,,,,
North Sea,Scotland,Refuge,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,60,Individuals on land,,,,
North Sea,Scotland,Burn of Rushy 2,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,4,Individuals on land,,,,
North Sea,Scotland,Fitty Hill,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,71,Occupied territory,,,,
North Sea,Scotland,Fitty Hill,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2005,25,Occupied nests,,,,
North Sea,Scotland,Knucker Hill 11,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,4,Individuals on land,,,,
North Sea,Scotland,Loch of the Stack,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2005,12,Individuals on land,,,,
North Sea,Scotland,Neven Craig,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,25,Individuals on land,,,,
North Sea,Scotland,Pump House,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,1,Occupied nests,,,,
North Sea,Scotland,Skea Hill,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,1,Individuals on land,,,,
North Sea,Scotland,Swine Dale,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,20,Individuals on land,,,,
North Sea,Scotland,West Westray 1,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,54,Occupied nests,,,,
North Sea,Scotland,West Westray 2,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2006,29,Individuals on land,,,,
North Sea,Scotland,West Westray 2,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,9,Occupied territory,,,,
North Sea,Scotland,West Westray 3,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,2,Occupied nests,,,,
North Sea,Scotland,Craig Loch,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,2,Individuals on land,,,,
North Sea,Scotland,Holm of Aikerness,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,45,Individuals on land,,,,
North Sea,Scotland,Kirbist,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,3,Occupied territory,,,,
North Sea,Scotland,Geo of Crowals Ber,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,16,Individuals on land,,,,
North Sea,Scotland,North Hill,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,51,Individuals on land,,,,
North Sea,Scotland,Sheepright Geo,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,30,Individuals on land,,,,
North Sea,Scotland,Grid Square HY2110,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,20,Occupied nests,,,,
North Sea,Scotland,Grid Square HY2111,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,2,Occupied nests,,,,
North Sea,Scotland,Grid Square HY2114,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,1,Occupied nests,,,,
North Sea,Scotland,Grid Square HY2115/2215,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,6,Occupied nests,,,,
North Sea,Scotland,Grid Square HY2216,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,1,Occupied nests,,,,
North Sea,Scotland,Grid Square HY2217,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,40,Individuals on land,,,,
North Sea,Scotland,Grid Square HY2219,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,0,Not applicable,,,,
North Sea,Scotland,Grid Square HY2318,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,0,Not applicable,,,,
North Sea,Scotland,Grid Square HY2319,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,0,Not applicable,,,,
North Sea,Scotland,Row Head,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,1,Occupied nests,,,,
North Sea,Scotland,Beechgrove House,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2001,1,Occupied nests,,,,
North Sea,Scotland,Meall a'Choire Odhair,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1988,20,Occupied nests,,,,
North Sea,Scotland,Meall a'Choire Odhair,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1989,41,Occupied nests,,,,
North Sea,Scotland,Meall a'Choire Odhair,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1991,25,Occupied nests,,,,
North Sea,Scotland,St. Serfs Island,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,123,Occupied nests,,,,
North Sea,Scotland,St. Serfs Island,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2009,6,Occupied nests,,,,
North Sea,Scotland,St. Serfs Island,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2011,15,Occupied nests,,,,
North Sea,Scotland,St. Serfs Island,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2012,25,Occupied nests,,,,
North Sea,Scotland,St. Serfs Island,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2013,76,Occupied nests,,,,
North Sea,Scotland,St. Serfs Island,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2014,121,Occupied nests,,,,
North Sea,Scotland,Inchinnan Business Park,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,1,Occupied nests,,,,
North Sea,Scotland,Burnbrae Road Industrial Estate,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2001,0,Not applicable,,,,
North Sea,Scotland,River Park Industrial Estate,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2001,0,Not applicable,,,,
North Sea,Scotland,Airlink Industrial Estate,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2001,0,Not applicable,,,,
North Sea,Scotland,Glasgow Airport,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2001,0,Not applicable,,,,
North Sea,Scotland,Greenhill Road,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,0,Not applicable,,,,
North Sea,Scotland,Murray Business Area,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2001,0,Not applicable,,,,
North Sea,Scotland,Phoenix Road Industrial Estate,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,20,Occupied nests,,,,
North Sea,Scotland,Renfrew Road,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2001,0,Not applicable,,,,
North Sea,Scotland,Stanely Castle,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,0,Not applicable,,,,
North Sea,Scotland,Blythswood Industrial Estate,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2001,0,Not applicable,,,,
North Sea,Scotland,Braehead,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2001,0,Not applicable,,,,
North Sea,Scotland,Hillington Industrial Estate,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2001,0,Not applicable,,,,
North Sea,Scotland,2 Islets near Lochcarron,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,33,Occupied nests,,,,
North Sea,Scotland,A'chleit,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,71,Individuals on land,,,,
North Sea,Scotland,Dingwall (buildings),Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1994,1,Occupied territory,,,,
North Sea,Scotland,Dingwall (buildings),Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1995,2,Occupied nests,,,,
North Sea,Scotland,Dingwall (buildings),Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1996,8,Occupied nests,,,,
North Sea,Scotland,Eilean Horrisdale,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,1,Occupied nests,,,,
North Sea,Scotland,Eilean Horrisdale,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1987,1,Occupied nests,,,,
North Sea,Scotland,Fortrose,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1976,1,Occ. nests/sites,,,,
North Sea,Scotland,Fortrose,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1994,10,vaguely specified pa,,,,
North Sea,Scotland,Glas Sgeir,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,2,Occupied nests,,,,
North Sea,Scotland,Sgeirean Mora,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,12,Occupied nests,,,,
North Sea,Scotland,Alness (buildings),Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1994,15,Occupied nests,,,,
North Sea,Scotland,Crowlin Islands,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,23,Occupied nests,,,,
North Sea,Scotland,Eilean Na Ba,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,5,Occupied nests,,,,
North Sea,Scotland,Eilean Nan Naomh,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,66,Occupied nests,,,,
North Sea,Scotland,Eilean Nan Naomh,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,55,Occupied nests,,,,
North Sea,Scotland,Green Island,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1969,27,Occupied nests,,,,
North Sea,Scotland,Green Island,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,31,Occupied nests,,,,
North Sea,Scotland,Island North of Rubha Phollaidh,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,12,Occupied territory,,,,
North Sea,Scotland,Island North of Rubha Phollaidh,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,4,Occupied nests,,,,
North Sea,Scotland,Island off Creag a' Choin Mhor,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,6,Occupied nests,,,,
North Sea,Scotland,Island off Rubha Phollaidh,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,5,Occupied nests,,,,
North Sea,Scotland,Rubha Pollaidh,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,1,Occupied nests,,,,
North Sea,Scotland,Eilean Moineseach,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1969,3,Occupied nests,,,,
North Sea,Scotland,Eilean Moineseach,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,18,Occupied territory,,,,
North Sea,Scotland,Eilean Moineseach,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,5,Occupied nests,,,,
North Sea,Scotland,Eilean Mor,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1969,27,Occupied nests,,,,
North Sea,Scotland,Eilean Mor,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,46,Occupied territory,,,,
North Sea,Scotland,Eilean Mor,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,25,Occupied nests,,,,
North Sea,Scotland,Fraochlan,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1969,75,Occupied nests,,,,
North Sea,Scotland,Fraochlan,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1988,20,Occupied nests,,,,
North Sea,Scotland,Fraochlan,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,16,Occupied nests,,,,
North Sea,Scotland,Gruinard Island,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,8,Occupied nests,,,,
North Sea,Scotland,Loch a' Chroisg,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,2,Individuals on land,,,,
North Sea,Scotland,Avoch Village,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,6,Occupied nests,,,,
North Sea,Scotland,Craigie Howe,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,2,Occupied nests,,,,
North Sea,Scotland,Eathie Fishing Station,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,4,Occupied territory,,,,
North Sea,Scotland,Eathie Fishing Station,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,3,Occupied territory,,,,
North Sea,Scotland,Fortrose,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,15,Occupied nests,,,,
North Sea,Scotland,Rosemarkie,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,15,Occupied nests,,,,
North Sea,Scotland,Eilean an t-Sratha,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,2,Occupied nests,,,,
North Sea,Scotland,Strome Islands,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,13,Occupied nests,,,,
North Sea,Scotland,Leachan Donna - Slaggin Bay,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,1,Occupied nests,,,,
North Sea,Scotland,Sgeir an Araig,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,5,Occupied nests,,,,
North Sea,Scotland,Fraoch Eilean,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,10,Occupied nests,,,,
North Sea,Scotland,Fraoch Eilean,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1987,20,Occupied nests,,,,
North Sea,Scotland,Fraoch Eilean,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,16,Occupied nests,,,,
North Sea,Scotland,Glas Eilean (Loch Gairloch),Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,75,Occupied nests,,,,
North Sea,Scotland,Glas Eilean (Loch Gairloch),Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,8,Occupied nests,,,,
North Sea,Scotland,Longa Island,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1987,100,Occupied nests,,,,
North Sea,Scotland,Longa Island,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,33,Occupied nests,,,,
North Sea,Scotland,An Garbh-Eilean,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,4,Occupied nests,,,,
North Sea,Scotland,Kishorn Island,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,27,Occupied nests,,,,
North Sea,Scotland,Kishorn Island,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,8,Occupied nests,,,,
North Sea,Scotland,Eilean an Inbhire Bhain,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,46,Occupied nests,,,,
North Sea,Scotland,Eilean an Inbhire Bhain,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,56,Occupied sites,,,,
North Sea,Scotland,Eilean an Inbhire Bhain,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,30,Occupied nests,,,,
North Sea,Scotland,Eilean Mor,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,23,Occupied nests,,,,
North Sea,Scotland,Eilean Mor,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,42,Occupied sites,,,,
North Sea,Scotland,Eilean Mor,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,28,Occupied nests,,,,
North Sea,Scotland,Sgeir Dughall,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,18,Occupied nests,,,,
North Sea,Scotland,Sgeir Dughall,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2012,20,Occupied nests,,,,
North Sea,Scotland,Nigg Ferry,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2003,17,Occupied nests,,,,
North Sea,Scotland,Nigg Ferry,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2004,36,Occupied nests,,,,
North Sea,Scotland,Nigg Ferry,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2005,28,Occupied nests,,,,
North Sea,Scotland,Nigg Ferry,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2006,38,Occupied nests,,,,
North Sea,Scotland,Nigg Ferry,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2007,47,Occupied nests,,,,
North Sea,Scotland,Nigg Ferry,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2008,49,Occupied nests,,,,
North Sea,Scotland,Castlecraig to Shandwick,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,260,Occupied territory,,,,
North Sea,Scotland,Castlecraig to Shandwick,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,44,Occupied territory,,,,
North Sea,Scotland,Priest Island RSPB,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,148,Occupied nests,,,,
North Sea,Scotland,Priest Island RSPB,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2001,11,Occupied nests,,,,
North Sea,Scotland,Priest Island RSPB,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2003,11,Occupied nests,,,,
North Sea,Scotland,Priest Island RSPB,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2005,7,Occupied nests,,,,
North Sea,Scotland,Priest Island RSPB,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2006,2,Occupied nests,,,,
North Sea,Scotland,Priest Island RSPB,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2007,3,Occupied nests,,,,
North Sea,Scotland,Priest Island RSPB,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2009,3,Occupied nests,,,,
North Sea,Scotland,Priest Island RSPB,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2010,3,Occupied nests,,,,
North Sea,Scotland,Priest Island RSPB,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2011,3,Occupied nests,,,,
North Sea,Scotland,Priest Island RSPB,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2012,1,Occupied nests,,,,
North Sea,Scotland,Priest Island RSPB,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2013,1,Occupied nests,,,,
North Sea,Scotland,Priest Island RSPB,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2014,3,Occupied nests,,,,
North Sea,Scotland,Priest Island RSPB,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2015,4,Occupied nests,,,,
North Sea,Scotland,Priest Island RSPB,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2016,4,Occupied nests,,,,
North Sea,Scotland,Eilean Glas,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1986,20,Occupied territory,,,,
North Sea,Scotland,Rubha Coigeach 3,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,8,Occupied nests,,,,
North Sea,Scotland,Rubha Coigeach 5,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,2,Occupied nests,,,,
North Sea,Scotland,Rubha Coigeach 6,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,4,Occupied nests,,,,
North Sea,Scotland,Rubha Coigeach 7,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,4,Occupied nests,,,,
North Sea,Scotland,Eilean Furadh Mor,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,55,Occupied nests,,,,
North Sea,Scotland,Rubha Reidh - Camas Mor,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,1,Occupied nests,,,,
North Sea,Scotland,Sgeir Maol Mhoraidh Shuas,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,1,Occupied nests,,,,
North Sea,Scotland,Sgeir Mhor - Sgeir Maol Mhoraidh,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2000,0,Not applicable,,,,
North Sea,Scotland,Bindal Muir,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,1999,1,Occupied nests,,,,
North Sea,Scotland,Bindal Muir,Herring Gull,Larus argentatus,JNCC Scotland 11.15 NB,2017,4,Occupied nests,,,,
