"assessid","assessorid","stockid","stocklong","years","method","species","comm_name","areaid","region","country","areaname"
"FAO-DRSS-THREADWASG2-1990-2006-CHING","FAO-DRSS","THREADWASG2","Threadfin West Africa Subgroup 2","1990-2006","DPM","Galeoides decadactylus","Threadfin","multinational-FAO-SG2","West Africa","multinational","West Africa Subgroup 2"
"FAO-DRSS-THREADWASG3-1990-2007-CHING","FAO-DRSS","THREADWASG3","Threadfin West Africa Subgroup 3","1990-2007","DPM","Galeoides decadactylus","Threadfin","multinational-FAO-SG3","West Africa","multinational","West Africa Subgroup 3"
"FAO-SPNWA-ANCHOWA-1990-2010-CHING","FAO-SPNWA","ANCHOWA","Anchovy West Africa","1990-2010","UnknownYPRM","Engraulis encrasicolus","Anchovy","multinational-FAO-WA","West Africa","multinational","West Africa"
"FAO-SPNWA-BONGAWA-1990-2010-CHING","FAO-SPNWA","BONGAWA","Bonga West Africa","1990-2010","UnknownYPRM","Ethmalosa fimbriata","Bonga","multinational-FAO-WA","West Africa","multinational","West Africa"
"FAO-SPNWA-CHMACKWA-1990-2010-CHING","FAO-SPNWA","CHMACKWA","Cunene Horse Mackerel West Africa","1990-2010","DPM","Trachurus trecae","Cunene horse mackerel","multinational-FAO-WA","West Africa","multinational","West Africa"
"FAO-SPNWA-CMACKWA-1990-2010-CHING","FAO-SPNWA","CMACKWA","Chub Mackerel West Africa","1990-2010","LPM","Scomber japonicus","Chub mackerel","multinational-FAO-WA","West Africa","multinational","West Africa"
"FAO-SPNWA-FSCADWA-1990-2010-CHING","FAO-SPNWA","FSCADWA","False Scad West Africa","1990-2010","Unknown","Caranx rhonchus","False scad","multinational-FAO-WA","West Africa","multinational","West Africa"
"FAO-SPNWA-HMACKWA-1990-2010-CHING","FAO-SPNWA","HMACKWA","Horse Mackerel West Africa","1990-2010","DPM","Trachurus trachurus","Horse mackerel","multinational-FAO-WA","West Africa","multinational","West Africa"
"FAO-SPNWA-RSARDINWA-1990-2010-CHING","FAO-SPNWA","RSARDINWA","Round Sardinella West Africa","1990-2010","DPM","Sardinella aurita","Round sardinella","multinational-FAO-WA","West Africa","multinational","West Africa"
"FAO-SPNWA-SARDINWA-1990-2010-CHING","FAO-SPNWA","SARDINWA","Sardinella West Africa","1990-2010","DPM","Sardinella spp","Sardinella","multinational-FAO-WA","West Africa","multinational","West Africa"
"FAO-SPNWA-SARDWAZAB-1990-2010-CHING","FAO-SPNWA","SARDWAZAB","Sardine West Africa Zone A+B","1990-2010","DPM","Sardina pilchardus","Sardine","multinational-FAO-Z-AB","West Africa","multinational","West Africa Zone A+B"
"FAO-SPNWA-SARDWAZC-1990-2010-CHING","FAO-SPNWA","SARDWAZC","Sardine West Africa Zone C","1990-2010","DPM","Sardina pilchardus","Sardine","multinational-FAO-Z-C","West Africa","multinational","West Africa Zone C"
"FBDAFF-CHSQUIDSA-1971-2013-GLAZER","FBDAFF","CHSQUIDSA","Cape Hope squid South Africa","1971-2013","Unknown","Loligo reynaudii","Cape Hope squid","South Africa-DETMCM-SA","South Africa","South Africa","South Africa"
"GRP7-RBRMMEDGSA1-3-2009-2011-BANOBI","GRP7","RBRMMEDGSA1-3","Red Seabream Alboran Sea","2009-2011","VIT","Pagellus bogaraveo","Red seabream","multinational-GFCM-GSA1-3","Mediterranean-Black Sea","multinational","Alboran Island Sea (GSA 1,3)"
"HAWG-HERR2224IIIa-1991-2016-ICESIMP2016","HAWG","HERR2224IIIa","Herring ICES 22-24-IIIa","1991-2016","Unknown","Clupea harengus","Herring","multinational-ICES-22-24-IIIa","European Union","multinational","22-24-IIIa"
"HAWG-HERRNIRS-1960-2016-ICESIMP2016","HAWG","HERRNIRS","Herring Northern Irish Sea","1960-2016","Unknown","Clupea harengus","Herring","multinational-ICES-VIIa","European Union","multinational","Irish Sea"
"HAWG-HERRNS-IIIa-VIId-1947-2016-ICESIMP2016","HAWG","HERRNS-IIIa-VIId","Herring IIIa, VIId and North Sea","1947-2016","Unknown","Clupea harengus","Herring","multinational-ICES-IIIa-IV-VIId","European Union","multinational","IIIa, VIId and North Sea"
"HAWG-HERRSIRS-1957-2016-ICESIMP2016","HAWG","HERRSIRS","Herring ICES VIIa-g-h-j","1957-2016","Unknown","Clupea harengus","Herring","multinational-ICES-VIIa-g-h-j","European Union","multinational","ICES VIIa-g-h-j"
"HAWG-HERRVIa-1956-2014-ICESIMP2016","HAWG","HERRVIa","Herring ICES VIa","1956-2014","Unknown","Clupea harengus","Herring","multinational-ICES-VIa","European Union","multinational","West of Scotland"
"HAWG-HERRVIaVIIbc-1956-2016-ICESIMP2016","HAWG","HERRVIaVIIbc","Herring ICES VIa-VIIb-VIIc","1956-2016","Unknown","Clupea harengus","Herring","multinational-ICES-VIa-VIIb-VIIc","European Union","multinational","VIa, VIIb and VIIc"
"HAWG-SEELNSSA1-1983-2016-ICESIMP2016","HAWG","SEELNSSA1","Sand eel SA 1","1983-2016","Unknown","Ammodytes marinus","Sand eel","multinational-ICES-SA1","European Union","multinational","Sandeel Area 1"
"HAWG-SEELNSSA2-1983-2016-ICESIMP2016","HAWG","SEELNSSA2","Sand eel SA 2","1983-2016","Unknown","Ammodytes marinus","Sand eel","multinational-ICES-SA2","European Union","multinational","Sandeel Area 2"
"HAWG-SEELNSSA3-1983-2016-ICESIMP2016","HAWG","SEELNSSA3","Sand eel SA 3","1983-2016","Unknown","Ammodytes marinus","Sand eel","multinational-ICES-SA3","European Union","multinational","Sandeel Area 3"
"HAWG-SEELNSSA5-1983-2015-ICESIMP2016","HAWG","SEELNSSA5","Sand eel SA 5","1983-2015","Unknown","Ammodytes marinus","Sand eel","multinational-ICES-SA5","European Union","multinational","Sandeel Area 5"
"HAWG-SEELNSSA6-1983-2015-ICESIMP2016","HAWG","SEELNSSA6","Sand eel SA 6","1983-2015","Unknown","Ammodytes marinus","Sand eel","multinational-ICES-SA6","European Union","multinational","Sandeel Area 6"
"HAWG-SEELNSSA7-1983-2015-ICESIMP2016","HAWG","SEELNSSA7","Sand eel SA 7","1983-2015","Unknown","Ammodytes marinus","Sand eel","multinational-ICES-SA7","European Union","multinational","Sandeel Area 7"
"HAWG-SPRATIIIa-1974-2016-ICESIMP2016","HAWG","SPRATIIIa","Sprat Kattegat and Skagerrak","1974-2016","Unknown","Sprattus sprattus","Sprat","multinational-ICES-IIIa","European Union","multinational","Kattegat and Skagerrak"
"HAWG-SPRATNS-1974-2016-ICESIMP2016","HAWG","SPRATNS","Sprat North Sea","1974-2016","Unknown","Sprattus sprattus","Sprat","multinational-ICES-IV","European Union","multinational","North Sea"
"HAWG-SPRATVIIde-1985-2016-ICESIMP2016","HAWG","SPRATVIIde","Sprat VIIde","1985-2016","Unknown","Sprattus sprattus","Sprat","multinational-ICES-VIIde","European Union","multinational","VIIde"
"HAWG-SPRATVI-VIIabcfghijk-1985-2015-ICESIMP2016","HAWG","SPRATVI-VIIabcfghijk","Sprat VI and VIIabcfghijk","1985-2015","Unknown","Sprattus sprattus","Sprat","multinational-ICES-VI-VIIabcfghijk","European Union","multinational","VI and VIIabcfghijk"
"IATTC-BIGEYEEPAC-1954-2016-PONS","IATTC","BIGEYEEPAC","Bigeye tuna Eastern Pacific","1954-2016","Unknown","Thunnus obesus","Bigeye tuna","multinational-IATTC-EPAC","Pacific Ocean","multinational","Eastern Pacific"
"IATTC-SKJEPAC-1918-2016-PONS","IATTC","SKJEPAC","Skipjack tuna Eastern Pacific","1918-2016","Unknown","Katsuwonus pelamis","Skipjack tuna","multinational-IATTC-EPAC","Pacific Ocean","multinational","Eastern Pacific"
"IATTC-STMARLINNEPAC-1954-2009-BRANCH","IATTC","STMARLINNEPAC","Striped marlin Northeast Pacific","1954-2009","SS3","Kajikia audax","Striped marlin","multinational-IATTC-NEPAC","Pacific Ocean","multinational","Northeast Pacific"
"IATTC-SWORDEPAC-1951-2012-PONS","IATTC","SWORDEPAC","Swordfish Eastern Pacific","1951-2012","BSPM","Xiphias gladius","swordfish","multinational-IATTC-EPAC","Pacific Ocean","multinational","Eastern Pacific"
"IATTC-YFINEPAC-1950-2016-PONS","IATTC","YFINEPAC","Yellowfin tuna Eastern Pacific","1950-2016","Unknown","Thunnus albacares","Yellowfin tuna","multinational-IATTC-NEPAC","Pacific Ocean","multinational","Northeast Pacific"
"ICCAT-ALBAMED-1951-2016-PONS","ICCAT","ALBAMED","Albacore tuna Mediterranean","1951-2016","Unknown","Thunnus alalunga","albacore tuna","multinational-ICCAT-MED","Mediterranean-Black Sea","multinational","Mediterranean Sea"
"ICCAT-ALBANATL-1930-2016-PONS","ICCAT","ALBANATL","Albacore tuna North Atlantic","1930-2016","MULTIFAN-CL","Thunnus alalunga","Albacore tuna","multinational-ICCAT-NATL","Atlantic Ocean","multinational","Northern Atlantic"
"ICCAT-ALBASATL-1951-2016-PONS","ICCAT","ALBASATL","Albacore tuna South Atlantic","1951-2016","ASPIC","Thunnus alalunga","albacore tuna","multinational-ICCAT-SATL","Atlantic Ocean","multinational","South Atlantic"
"ICCAT-ATBTUNAEATL-1951-2016-PONS","ICCAT","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","1951-2016","VPA","Thunnus thynnus","Atlantic bluefin tuna","multinational-ICCAT-EATL","Atlantic Ocean","multinational","Eastern Atlantic"
"ICCAT-ATBTUNAWATL-1951-2016-PONS","ICCAT","ATBTUNAWATL","Bluefin tuna Western Atlantic","1951-2016","VPA","Thunnus thynnus","Atlantic bluefin tuna","multinational-ICCAT-WATL","Atlantic Ocean","multinational","Western Atlantic"
"ICCAT-BIGEYEATL-1950-2016-PONS","ICCAT","BIGEYEATL","Bigeye tuna Atlantic","1950-2016","ASPIC","Thunnus obesus","Bigeye tuna","multinational-ICCAT-ATL","Atlantic Ocean","multinational","Atlantic Ocean"
"ICCAT-BMARLINATL-1956-2010-CHING","ICCAT","BMARLINATL","Blue marlin Atlantic","1956-2010","SS3","Makaira nigricans","Blue marlin","multinational-ICCAT-ATL","Atlantic Ocean","multinational","Atlantic Ocean"
"ICCAT-SAILEATL-1956-2010-CHING","ICCAT","SAILEATL","Sailfish Eastern Atlantic","1956-2010","BSPM","Istiophorus albicans","Sailfish","multinational-ICCAT-EATL","Atlantic Ocean","multinational","Eastern Atlantic"
"ICCAT-SAILWATL-1956-2010-CHING","ICCAT","SAILWATL","Sailfish Western Atlantic","1956-2010","BSPM","Istiophorus albicans","Sailfish","multinational-ICCAT-WATL","Atlantic Ocean","multinational","Western Atlantic"
"ICCAT-SKJEATL-1951-2016-PONS","ICCAT","SKJEATL","Skipjack tuna Eastern Atlantic","1951-2016","Unknown","Katsuwonus pelamis","Skipjack tuna","multinational-ICCAT-EATL","Atlantic Ocean","multinational","Eastern Atlantic"
"ICCAT-SKJWATL-1950-2014-PONS","ICCAT","SKJWATL","Skipjack tuna Western Atlantic","1950-2014","ASPIC","Katsuwonus pelamis","Skipjack tuna","multinational-ICCAT-WATL","Atlantic Ocean","multinational","Western Atlantic"
"ICCAT-SWORDMED-1950-2009-CHING","ICCAT","SWORDMED","Swordfish Mediterranean Sea","1950-2009","XSA","Xiphias gladius","Swordfish","multinational-ICCAT-MED","Mediterranean-Black Sea","multinational","Mediterranean Sea"
"ICCAT-SWORDNATL-1950-2015-PONS","ICCAT","SWORDNATL","Swordfish North Atlantic","1950-2015","ASPIC","Xiphias gladius","Swordfish","multinational-ICCAT-NATL","Atlantic Ocean","multinational","Northern Atlantic"
"ICCAT-SWORDSATL-1950-2015-PONS","ICCAT","SWORDSATL","Swordfish South Atlantic","1950-2015","ASPIC","Xiphias gladius","Swordfish","multinational-ICCAT-SATL","Atlantic Ocean","multinational","South Atlantic"
"ICCAT-WMARLINATL-1956-2011-CHING","ICCAT","WMARLINATL","White marlin Atlantic","1956-2011","SS3","Kajikia albida","white marlin","multinational-ICCAT-ATL","Atlantic Ocean","multinational","Atlantic Ocean"
"ICCAT-YFINATL-1950-2016-PONS","ICCAT","YFINATL","Yellowfin tuna Atlantic","1950-2016","ASPIC","Thunnus albacares","Yellowfin tuna","multinational-ICCAT-ATL","Atlantic Ocean","multinational","Atlantic Ocean"
"IFOPCH-BSQLOBSTERCSCH-1976-2015-PARMA","IFOPCH","BSQLOBSTERCSCH","Yellow squat lobster Central-Southern Chile","1976-2015","SCALE","Cervimunida johni","Yellow squat lobster","Chile-SUBPESCA-CH-CS","South America","Chile","Central-Southern Chile"
"IFOPCH-BSQLOBSTERNCH-1982-2015-PARMA","IFOPCH","BSQLOBSTERNCH","Yellow squat lobster Northern Chile","1982-2015","SCALE","Cervimunida johni","Yellow squat lobster","Chile-SUBPESCA-CH-N","South America","Chile","Northern Chile"
"IFOPCH-CHERRCHVX-1960-2012-CHING","IFOPCH","CHERRCHVX","Chilean Herring Chile Region V-X","1960-2012","Unknown","Clupea bentincki","Chilean herring","Chile-SUBPESCA-CH-CS","South America","Chile","Central-Southern Chile"
"IFOPCH-CSARDCSCH-1990-2015-PARMA","IFOPCH","CSARDCSCH","Chilean sardine Central-Southern Chile","1990-2015","unknown","Strangomera bentincki","Chilean sardine","Chile-SUBPESCA-CH-CS","South America","Chile","Central-Southern Chile"
"IFOPCH-NSHRIMPCSCH-1944-2016-PARMA","IFOPCH","NSHRIMPCSCH","Nylon shrimp Central-Southern Chile","1944-2016","SCALE","Heterocarpus reedi","Nylon shrimp","Chile-SUBPESCA-CH-CS","South America","Chile","Central-Southern Chile"
"IFOPCH-NSHRIMPNCH-1960-2016-PARMA","IFOPCH","NSHRIMPNCH","Nylon shrimp Northern Chile","1960-2016","SCALE","Heterocarpus reedi","Nylon shrimp","Chile-SUBPESCA-CH-N","South America","Chile","Northern Chile"
"IFOPCH-PANCHCCH-1985-2016-PARMA","IFOPCH","PANCHCCH","Peruvian Anchoveta Central Chile","1985-2016","unknown","Engraulis ringens","Peruvian anchoveta","Chile-SUBPESCA-CH-C","South America","Chile","Central Chile"
"IFOPCH-PANCHCSCH-1990-2016-PARMA","IFOPCH","PANCHCSCH","Peruvian Anchoveta Central-Southern Chile","1990-2016","unknown","Engraulis ringens","Peruvian anchoveta","Chile-SUBPESCA-CH-CS","South America","Chile","Central-Southern Chile"
"IFOPCH-PANCHNCHSP-1984-2015-PARMA","IFOPCH","PANCHNCHSP","Peruvian Anchoveta Northern Chile Southern Peru","1984-2015","unknown","Engraulis ringens","Peruvian anchoveta","Chile-SUBPESCA-NCH-SP","South America","Chile","Northern Chile Southern Peru"
"IFOPCH-PATGRENADIERCH-1977-2015-PAYA","IFOPCH","PATGRENADIERCH","Patagonian grenadier Chile","1977-2015","unknown","Macruronus magellanicus","Patagonian grenadier","Chile-SUBPESCA-CH-CS","South America","Chile","Central-Southern Chile"
"IFOPCH-PCEELCSCH-1975-2015-PARMA","IFOPCH","PCEELCSCH","Pink cusk-eel Central-Southern Chile","1975-2015","unknown","Genypterus blacodes","Pink cusk-eel","Chile-SUBPESCA-CH-CS","South America","Chile","Central-Southern Chile"
"IFOPCH-PCEELSCH-1975-2015-PARMA","IFOPCH","PCEELSCH","Pink cusk-eel Southern Chile","1975-2015","unknown","Genypterus blacodes","Pink cusk-eel","Chile-SUBPESCA-CH-S","South America","Chile","Southern Chile"
"IFOPCH-RSQLOBSTERCSCH-1968-2015-PARMA","IFOPCH","RSQLOBSTERCSCH","Red squat lobster Central-Southern Chile","1968-2015","A-SCALA","Pleuroncodes monodon","Red squat lobster","Chile-SUBPESCA-CH-CS","South America","Chile","Central-Southern Chile"
"IFOPCH-RSQLOBSTERNCH-1969-2015-PARMA","IFOPCH","RSQLOBSTERNCH","Red squat lobster Northern Chile","1969-2015","A-SCALA","Pleuroncodes monodon","Red squat lobster","Chile-SUBPESCA-CH-N","South America","Chile","Northern Chile"
"IFOPCH-SBWHITCH-1977-2016-PARMA","IFOPCH","SBWHITCH","Southern blue whiting Chile","1977-2016","unknown","Micromesistius australis","Southern blue whiting","Chile-SUBPESCA-CH-CS","South America","Chile","Central-Southern Chile"
"IFOPCH-SOUTHHAKECH-1977-2015-PARMA","IFOPCH","SOUTHHAKECH","Southern hake Chile","1977-2015","unknown","Merluccius australis","Southern hake","Chile-SUBPESCA-CH-CS","South America","Chile","Central-Southern Chile"
"IFOPCH-SPHAKECH-1940-2015-TASCHERI","IFOPCH","SPHAKECH","South Pacific Hake Chile","1940-2015","unknown","Merluccius gayi","South Pacific Hake","Chile-SUBPESCA-CH-CS","South America","Chile","Central-Southern Chile"
"IFOPCH-SSARDCH-2006-2016-PARMA","IFOPCH","SSARDCH","Southern sardine Chile","2006-2016","unknown","Sprattus fuegensis","Southern sardine","Chile-SUBPESCA-CH-CS","South America","Chile","Central-Southern Chile"
"IFOPCH-YNOSESKACSCH-1978-2014-PARMA","IFOPCH","YNOSESKACSCH","Yellownose skate Central-Southern Chile","1978-2014","unknown","Zearaja chilensis","Yellownose skate","Chile-SUBPESCA-CH-CS","South America","Chile","Central-Southern Chile"
"IFOPCH-YNOSESKASCH-1978-2014-PARMA","IFOPCH","YNOSESKASCH","Yellownose skate Southern Chile","1978-2014","unknown","Zearaja chilensis","Yellownose skate","Chile-SUBPESCA-CH-S","South America","Chile","Southern Chile"
"IFP-PTOOTHFISHCH-1975-2014-TASCHERI","IFP","PTOOTHFISHCH","Patagonian Toothfish Chile","1975-2014","unknown","Dissostichus eleginoides","Patagonian toothfish","multinational-SUBPESCA-CFP-SCH-ARG","South America","multinational","South Chile Argentina"
"IFREMER-ANCHMEDGSA7-1993-2012-BANOBI","IFREMER","ANCHMEDGSA7","Anchovy Gulf of Lions","1993-2012","Acoustic","Engraulis encrasicolus","Anchovy","multinational-GFCM-GSA7","Mediterranean-Black Sea","multinational","Gulf of Lions"
"IFREMER-SARDMEDGSA7-1993-2012-BANOBI","IFREMER","SARDMEDGSA7","Sardine Gulf of Lions","1993-2012","Acoustic","Sardina pilchardus","Sardine","multinational-GFCM-GSA7","Mediterranean-Black Sea","multinational","Gulf of Lions"
"IMARM-SFMAKONWPAC-1990-2003-FAUCONNET","IMARM","SFMAKONWPAC","Shortfin mako Nothwest Pacific Ocean","1990-2003","VPA","Isurus oxyrinchus","Shortfin mako","multinational-UNKNOWN-NWPAC","Pacific Ocean","multinational","Nothwest Pacific Ocean"
"IMARPE-PANCHPERUNC-1959-2016-HILBORN","IMARPE","PANCHPERUNC","Peruvian anchoveta North-Central Peru","1959-2016","Unknown","Engraulis ringens","Peruvian anchoveta","Peru-IMARPE-NC","South America","Peru","North-Central Peruvian coast"
"INIDEP-ACMACKSARG-1989-2016-BURATTI","INIDEP","ACMACKSARG","Argentine chub mackerel Southern Argentina","1989-2016","ASPM","Scomber colias","Argentine chub mackerel","Argentina-CFP-ARG-S","South America","Argentina","Southern Argentina"
"INIDEP-ARGANCHONARG-1989-2016-PARMA","INIDEP","ARGANCHONARG","Argentine anchoita Northern Argentina","1989-2016","unknown","Engraulis anchoita","Argentine anchoita","Argentina-CFP-ARG-N","South America","Argentina","Northern Argentina"
"INIDEP-ARGANCHOSARG-1989-2015-BURATTI","INIDEP","ARGANCHOSARG","Argentine anchoita Southern Argentina","1989-2015","ASPM","Engraulis anchoita","Argentine anchoita","Argentina-CFP-ARG-S","South America","Argentina","Southern Argentina"
"INIDEP-ARGHAKENARG-1985-2014-PARMA","INIDEP","ARGHAKENARG","Argentine hake Northern Argentina","1985-2014","XSA","Merluccius hubbsi","Argentine hake","Argentina-CFP-ARG-N","South America","Argentina","Northern Argentina"
"INIDEP-ARGHAKESARG-1986-2015-PARMA","INIDEP","ARGHAKESARG","Argentine hake Southern Argentina","1986-2015","XSA","Merluccius hubbsi","Argentine hake","Argentina-CFP-ARG-S","South America","Argentina","Southern Argentina"
"INIDEP-PATGRENADIERSARG-1983-2015-PARMA","INIDEP","PATGRENADIERSARG","Patagonian grenadier Southern Argentina","1983-2015","unknown","Macruronus magellanicus","Patagonian grenadier","Argentina-CFP-ARG-S","South America","Argentina","Southern Argentina"
"INIDEP-PCEELARGS-1979-2014-CORDO","INIDEP","PCEELARGS","Pink Cusk-eel Southern Argentina","1979-2014","unknown","Genypterus blacodes","Pink cusk-eel ","Argentina-CFP-ARG-S","South America","Argentina","Southern Argentina"
"INIDEP-SBWHITARGS-1985-2015-PARMA","INIDEP","SBWHITARGS","Southern blue whiting Southern Argentina","1985-2015","unknown","Micromesistius australis","Southern blue whiting","Argentina-CFP-ARG-S","South America","Argentina","Southern Argentina"
"IOTC-ALBAIO-1950-2014-PONS","IOTC","ALBAIO","Albacore tuna Indian Ocean","1950-2014","SS3","Thunnus alalunga","albacore tuna","multinational-IOTC-IO","Indian Ocean","multinational","Indian Ocean"
"IOTC-BIGEYEIO-1950-2014-PONS","IOTC","BIGEYEIO","Bigeye tuna Indian Ocean","1950-2014","SS3","Thunnus obesus","Bigeye tuna","multinational-IOTC-IO","Indian Ocean","multinational","Indian Ocean"
"IOTC-BLKMARLINIO-1950-2014-PONS","IOTC","BLKMARLINIO","Black marlin Indian Ocean","1950-2014","ASPIC","Istiompax indica","Black marlin","multinational-IOTC-IO","Indian Ocean","multinational","Indian Ocean"
"IOTC-BMARLINIO-1950-2014-PONS","IOTC","BMARLINIO","Indo-Pacific blue marlin Indian Ocean","1950-2014","ASPIC","Makaira mazara","Indo-Pacific blue marlin","multinational-IOTC-IO","Indian Ocean","multinational","Indian Ocean"
"IOTC-SKJCIO-1950-2014-PONS","IOTC","SKJCIO","Skipjack tuna Indian Ocean","1950-2014","SS3","Katsuwonus pelamis","skipjack tuna","multinational-IOTC-IO","Indian Ocean","multinational","Indian Ocean"
"IOTC-STMARLINIO-1950-2014-PONS","IOTC","STMARLINIO","Striped marlin Indian Ocean","1950-2014","ASPIC","Kajikia audax","Striped marlin","multinational-IOTC-IO","Indian Ocean","multinational","Indian Ocean"
"IOTC-SWORDIO-1950-2014-PONS","IOTC","SWORDIO","Swordfish Indian Ocean","1950-2014","SS3","Xiphias gladius","swordfish","multinational-IOTC-IO","Indian Ocean","multinational","Indian Ocean"
"IOTC-YFINEIO-1950-2014-PONS","IOTC","YFINEIO","Yellowfin tuna Indian Ocean","1950-2014","MULTIFAN-CL","Thunnus albacares","Yellowfin tuna","multinational-IOTC-IO","Indian Ocean","multinational","Indian Ocean"
"IPHC-PHALNPAC-1888-2014-HIVELY","IPHC","PHALNPAC","Pacific halibut North Pacific","1888-2014","AD-CAM","Hippoglossus stenolepis","Pacific halibut","multinational-IPHC-NPAC","US Alaska","multinational","North Pacific"
"ISC-ALBANPAC-1952-2015-PONS","ISC","ALBANPAC","Albacore tuna North Pacific","1952-2015","SS3","Thunnus alalunga","Albacore tuna","multinational-ISC-NPAC","Pacific Ocean","Multinational","North Pacific Ocean"
"ISC-BLSHARNPAC-1971-2012-ASHBROOK","ISC","BLSHARNPAC","Blue shark North Pacific","1971-2012","SS3","Prionace glauca","Blue shark","multinational-ISC-NPAC","Pacific Ocean","Multinational","North Pacific Ocean"
"ISC-BMARLINPAC-1952-2011-PONS","ISC","BMARLINPAC","Blue marlin Pacific Ocean","1952-2011","SS3","Makaira nigricans","blue marlin","multinational-ISC-PAC","Pacific Ocean","Multinational","Pacific Ocean"
"ISC-PACBTUNA-1952-2014-PONS","ISC","PACBTUNA","Pacific bluefin tuna Pacific Ocean","1952-2014","SS3","Thunnus orientalis","pacific bluefin tuna","multinational-ISC-PAC","Pacific Ocean","Multinational","Pacific Ocean"
"ISC-STMARLINWCNPAC-1974-2013-SISIMP2016","ISC","STMARLINWCNPAC","Striped marlin Western and Central North Pacific","1974-2013","SS3","Kajikia audax","striped marlin","multinational-ISC-WCNPAC","Pacific Ocean","Multinational","Western and Central North Pacific"
"ISC-SWORDNPAC-1951-2012-PONS","ISC","SWORDNPAC","Swordfish North Pacific","1951-2012","BSPM","Xiphias gladius","swordfish","multinational-ISC-NPAC","Pacific Ocean","Multinational","North Pacific Ocean"
"MARAM-ANCHOSA-1949-2015-deMoor","MARAM","ANCHOSA","Anchovy South Africa","1949-2015","SCA","Engraulis encrasicolus","Anchovy","South Africa-DETMCM-SA","South Africa","South Africa","South Africa"
"MARAM-CHAKESA-1917-2015-Rademeyer","MARAM","CHAKESA","Shallow-water cape hake South Africa","1917-2015","AD-CAM","Merluccius capensis","Shallow-water cape hake","South Africa-DETMCM-SA","South Africa","South Africa","South Africa"
"MARAM-CRLOBSTERSA12-1910-2014-Johnston","MARAM","CRLOBSTERSA12","West coast rock lobster South Africa Areas 1-2","1910-2014","SSPDM","Jasus lalandii","South African west coast rock lobster","South Africa-DETMCM-1-2","South Africa","South Africa","South Africa Areas 1-2"
"MARAM-CRLOBSTERSA34-1910-2014-Johnston","MARAM","CRLOBSTERSA34","West coast rock lobster South Africa Areas 3-4","1910-2014","SSPDM","Jasus lalandii","South African west coast rock lobster","South Africa-DETMCM-3-4","South Africa","South Africa","South Africa Areas 3-4"
"MARAM-CRLOBSTERSA56-1910-2014-Johnston","MARAM","CRLOBSTERSA56","West coast rock lobster South Africa Areas 5-6","1910-2014","SSPDM","Jasus lalandii","South African west coast rock lobster","South Africa-DETMCM-5-6","South Africa","South Africa","South Africa Areas 5-6"
"MARAM-CRLOBSTERSA7-1910-2014-Johnston","MARAM","CRLOBSTERSA7","West coast rock lobster South Africa Area 7","1910-2014","SSPDM","Jasus lalandii","South African west coast rock lobster","South Africa-DETMCM-7","South Africa","South Africa","South Africa Area 7"
"MARAM-CRLOBSTERSA8-1910-2014-Johnston","MARAM","CRLOBSTERSA8","West coast rock lobster South Africa Area 8","1910-2014","SSPDM","Jasus lalandii","South African west coast rock lobster","South Africa-DETMCM-8","South Africa","South Africa","South Africa Area 8"
"MARAM-CTRACSA-1949-2013-Furman","MARAM","CTRACSA","Cape horse mackerel South Africa South coast","1949-2013","ASPM","Trachurus capensis","Cape horse mackerel","South Africa-DETMCM-SASC","South Africa","South Africa","South Africa South coast"
"MARAM-DEEPCHAKESA-1917-2015-Rademeyer","MARAM","DEEPCHAKESA","Deep-water cape hake South Africa","1917-2015","AD-CAM","Merluccius paradoxus","Deep-water cape hake","South Africa-DETMCM-SA","South Africa","South Africa","South Africa"
"MARAM-KINGKLIPSA-1986-2012-Brandao","MARAM","KINGKLIPSA","Kingklip South Africa","1986-2012","RYM","Genypterus capensis","Kingklip","South Africa-DETMCM-SA","South Africa","South Africa","South Africa"
"MARAM-PTOOTHFISHPEI-1960-2015-Brandao","MARAM","PTOOTHFISHPEI","Patagonian toothfish South Africa Subantarctic Prince Edward Islands","1960-2015","ASPM","Dissostichus eleginoides","Patagonian toothfish","South Africa-DETMCM-PEI","South Africa","South Africa","South Africa Subantarctic Prince Edward Islands"
"MARAM-SAABALONESA-1951-2015-Brandao","MARAM","SAABALONESA","Abalone South Africa","1951-2015","ASPM","Haliotis midae","South African abalone","South Africa-DETMCM-SA","South Africa","South Africa","South Africa"
"MARAM-SARDSA-1949-2015-deMoor","MARAM","SARDSA","Sardine South Africa","1949-2015","SCA","Sardinops sagax","Sardine","South Africa-DETMCM-SA","South Africa","South Africa","South Africa"
"MARAM-SSLOBSTERSASC-1973-2014-Johnston","MARAM","SSLOBSTERSASC","Southern spiny lobster South Africa South coast","1973-2014","ASPM","Palinurus gilchristi","Southern spiny lobster","South Africa-DETMCM-SASC","South Africa","South Africa","South Africa South coast"
"NAFO-SC-AMPL3LNO-1955-2007-BAUM","NAFO-SC","AMPL3LNO","American Plaice NAFO-3LNO","1955-2007","VPA","Hippoglossoides platessoides","American Plaice","multinational-NAFO-3LNO","Canada East Coast","multinational","Grand Banks"
"NAFO-SC-AMPL3M-1960-2007-BAUM","NAFO-SC","AMPL3M","American Plaice NAFO-3M","1960-2007","XSA","Hippoglossoides platessoides","American Plaice","multinational-NAFO-3M","Canada East Coast","multinational","Flemish Cap"
