sort_cmf,sort_orig,ecoregion,country,island group,location,pred_common,pred_scientific,predator stage,stage units,stocklong,season,source,year_orig,year,n,n_units,ff_common,ff_scientific,ff_eaten_mm,ff_eaten_yr,ff_diet_perc,ff_diet_perc_units,notes
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1981,,34170920,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1982,,33255970,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1983,,32582980,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1984,,32071480,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1985,,31597950,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1986,,30920840,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1987,,29947820,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1988,,28241490,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1989,,27669020,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1990,,26375880,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1991,,25316950,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1992,,24012360,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1993,,23686300,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1994,,23664590,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1995,,23173210,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1996,,23093170,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1997,,23069210,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1998,,22931310,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,1999,,22448380,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,2000,,22030610,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,2001,,21907168,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,2002,,22114440,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,2003,,22479293,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,2004,,22731634,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,2005,,23294252,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,2006,,24405579,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,2007,,25403334,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,2008,,26325101,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,2009,,27501675,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,2010,,28132584,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,,Atlantic sharpnose shark,,,,,,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,2011,,28863603,Predicted abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1981,,30262,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1982,,28454,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1983,,26206,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1984,,23639,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1985,,21665,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1986,,19785,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1987,,17796,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1988,,15799,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1989,,14032,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1990,,12808,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1991,,12172,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1992,,11179,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1993,,10142,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1994,,9346,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1995,,9245,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1996,,9462,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1997,,10117,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1998,,10599,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,1999,,11239,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,2000,,11937,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,2001,,13366,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,2002,,16515,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,2003,,19160,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,2004,,21122,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,2005,,22847,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,2006,,23911,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,2007,,23954,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,2008,,22961,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,2009,,21355,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,2010,,19710,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,2011,,18297,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Smooth dogfish,,,,,,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,2012,,17679,Predicted Biomass,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1969,,210000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1970,,240000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1971,,190000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1972,,540000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1973,,530000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1974,,630000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1975,,330000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1976,,470000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1977,,500000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1978,,670000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1979,,570000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1980,,510000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1981,,550000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1982,,470000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1983,,450000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1984,,160000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1985,,310000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1986,,350000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1987,,390000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1988,,250000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1989,,220000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1990,,420000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1991,,450000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1992,,410000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1993,,170000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1994,,120000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1995,,140000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1996,,140000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1997,,170000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1998,,170000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1999,,150000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2000,,140000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2001,,410000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2002,,510000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2003,,700000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2004,,410000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2005,,300000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2006,,190000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2007,,370000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2008,,430000,Abundance,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1967,,0.017,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1968,,0.304,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1969,,0.323,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1970,,0.164,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1971,,0.095,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1972,,1.522,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1973,,0.183,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1974,,0.599,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1975,,0.399,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1976,,0.302,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1977,,0.41,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1978,,0.646,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1979,,0.081,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1980,,0.317,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1981,,0.483,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1982,,0.031,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1983,,0.526,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1984,,0.044,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1985,,0.271,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1986,,0.507,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1987,,0.373,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1988,,0.049,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1989,,0.292,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1990,,1.285,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1991,,0.054,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1992,,0.064,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1993,,0.051,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1994,,0.088,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1995,,0.35,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1996,,0.009,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1997,,0.077,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1998,,0.559,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,1999,,0.13,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2000,,0.057,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2001,,1.855,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2002,,0.358,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2003,,0.554,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2004,,0.268,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2005,,0.012,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2006,,0.713,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2007,,1.076,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2008,,0.216,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Northwest Atlantic Coast,,Offshore hake,,,,,,Offshore Hake Assessment2010,2009,,1.38,Recruitment index_Nless30cm_per_tow,,,,,,,
,,,Northwest Atlantic Coast,Scotian Shelf_Canada,,Shortfin squid,,,,,,Shortfin squid_NEFSC_NOOAReport2003,1970,,0.638,Abundance Index_MeanKg_perTow,,,,,,,
,,,Northwest Atlantic Coast,Scotian Shelf_Canada,,Shortfin squid,,,,,,Shortfin squid_NEFSC_NOOAReport2003,1971,,2.89,Abundance Index_MeanKg_perTow,,,,,,,
,,,Northwest Atlantic Coast,Scotian Shelf_Canada,,Shortfin squid,,,,,,Shortfin squid_NEFSC_NOOAReport2003,1972,,1.093,Abundance Index_MeanKg_perTow,,,,,,,
,,,Northwest Atlantic Coast,Scotian Shelf_Canada,,Shortfin squid,,,,,,Shortfin squid_NEFSC_NOOAReport2003,1973,,1.815,Abundance Index_MeanKg_perTow,,,,,,,
,,,Northwest Atlantic Coast,Scotian Shelf_Canada,,Shortfin squid,,,,,,Shortfin squid_NEFSC_NOOAReport2003,1974,,1.997,Abundance Index_MeanKg_perTow,,,,,,,
